Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Feb  6 15:00:25 2024,550.0,547.46630859375,545.547607421875,543.5135498046875,544.392822265625,544.068359375,545.728271484375
Tue Feb  6 15:00:31 2024,550.0,546.915771484375,545.103759765625,542.9588623046875,543.943115234375,543.6842041015625,545.2969970703125
Tue Feb  6 15:00:37 2024,550.0,546.698486328125,544.8309326171875,542.755859375,543.7257080078125,543.3558349609375,545.075439453125
Tue Feb  6 15:00:44 2024,550.0,546.9022216796875,544.8271484375,542.731689453125,543.7403564453125,543.5,545.11279296875
Tue Feb  6 15:00:50 2024,550.0,547.0399169921875,545.0203857421875,542.8385009765625,543.85546875,543.652099609375,545.3388671875
Tue Feb  6 15:00:56 2024,550.0,547.28857421875,545.236328125,542.9989013671875,544.0570068359375,543.964599609375,545.5916748046875
Tue Feb  6 15:01:03 2024,550.0,547.4632568359375,545.351318359375,543.24755859375,544.2132568359375,543.954345703125,545.6328125
Tue Feb  6 15:01:09 2024,550.0,547.2210693359375,545.2694091796875,543.1759033203125,544.2113037109375,543.8271484375,545.5426025390625
Tue Feb  6 15:01:15 2024,550.0,546.9810791015625,544.9842529296875,542.96875,543.9158935546875,543.3980712890625,545.191650390625
Tue Feb  6 15:01:20 2024,550.0,546.331298828125,544.441162109375,542.3743896484375,543.3646240234375,542.6248779296875,544.53369140625
Tue Feb  6 15:01:26 2024,550.0,545.6138916015625,543.6497802734375,541.6939697265625,542.655517578125,541.8746337890625,543.7279052734375
Tue Feb  6 15:01:32 2024,550.0,544.5301513671875,542.5743408203125,540.610107421875,541.6826171875,540.8463134765625,542.685302734375
Tue Feb  6 15:01:38 2024,550.0,543.490966796875,541.54931640625,539.7001953125,540.69873046875,539.84814453125,541.6090087890625
Tue Feb  6 15:01:44 2024,550.0,542.4498291015625,540.4937744140625,538.640380859375,539.5650634765625,538.7841796875,540.5225830078125
Tue Feb  6 15:01:50 2024,550.0,541.186279296875,539.2774658203125,537.4609375,538.4268798828125,537.6173095703125,539.3555908203125
Tue Feb  6 15:01:55 2024,550.0,540.177978515625,538.0142822265625,536.331298828125,537.237548828125,536.497802734375,538.2176513671875
Tue Feb  6 15:02:01 2024,550.0,538.741943359375,536.800048828125,535.1910400390625,536.078857421875,535.31640625,537.0733642578125
Tue Feb  6 15:02:07 2024,550.0,537.7021484375,535.815673828125,534.095703125,535.094482421875,534.377197265625,536.1116943359375
Tue Feb  6 15:02:13 2024,550.0,536.81640625,534.9442138671875,533.1171875,534.1673583984375,533.59814453125,535.2998046875
Tue Feb  6 15:02:18 2024,550.0,536.4427490234375,534.4451904296875,532.6468505859375,533.6497802734375,533.1319580078125,534.796630859375
Tue Feb  6 15:02:24 2024,550.0,536.2249755859375,534.167724609375,532.2481689453125,533.2840576171875,532.8770751953125,534.5418701171875
Tue Feb  6 15:02:30 2024,550.0,536.2044677734375,534.133056640625,532.227783203125,533.19384765625,532.86083984375,534.576904296875
Tue Feb  6 15:02:37 2024,550.0,536.372802734375,534.5048828125,532.37353515625,533.468994140625,533.1175537109375,534.88916015625
Tue Feb  6 15:02:43 2024,550.0,536.913330078125,534.9898681640625,532.79296875,533.7733154296875,533.565673828125,535.345458984375
Tue Feb  6 15:02:49 2024,550.0,537.6429443359375,535.641357421875,533.329345703125,534.3878173828125,534.2357177734375,535.9783935546875
Tue Feb  6 15:02:56 2024,550.0,538.74609375,536.6378173828125,534.229248046875,535.1910400390625,535.16845703125,536.9110107421875
Tue Feb  6 15:03:02 2024,550.0,539.46923828125,537.642578125,535.118896484375,536.0848388671875,536.1588134765625,537.841796875
Tue Feb  6 15:03:08 2024,550.0,540.636474609375,538.59814453125,536.0972900390625,537.0035400390625,537.1741943359375,538.820068359375
Tue Feb  6 15:03:15 2024,550.0,541.9022216796875,539.9420166015625,537.348876953125,538.384521484375,538.481201171875,540.238037109375
Tue Feb  6 15:03:21 2024,550.0,543.155517578125,541.0247802734375,538.3988037109375,539.360595703125,539.549560546875,541.3248291015625
Tue Feb  6 15:03:27 2024,550.0,544.186767578125,542.3233642578125,539.5125732421875,540.5482177734375,540.733154296875,542.4014892578125
Tue Feb  6 15:03:34 2024,550.0,545.70751953125,543.8441162109375,540.9183349609375,542.04638671875,542.212890625,543.969482421875
Tue Feb  6 15:03:40 2024,550.0,546.909423828125,544.9864501953125,542.1573486328125,543.0860595703125,543.3592529296875,544.9720458984375
Tue Feb  6 15:03:46 2024,550.0,547.9757080078125,546.02001953125,543.205322265625,544.2222900390625,544.3516845703125,546.0712890625
