Time,1,2,3,4,5,6
Tue Feb 20 17:53:13 2024,14.992,15.003,15.0,15.004,15.002,15.002
Tue Feb 20 17:53:28 2024,14.998,14.999,15.001,15.001,14.998,14.998
Tue Feb 20 17:53:43 2024,15.002,15.0,14.999,15.002,14.999,14.999
Tue Feb 20 17:53:57 2024,14.998,14.998,14.999,15.001,15.001,15.0
Tue Feb 20 17:54:12 2024,15.0,15.002,14.999,14.998,15.0,15.001
Tue Feb 20 17:54:27 2024,14.995,14.998,14.999,15.0,14.999,15.0
Tue Feb 20 17:54:42 2024,14.995,15.0,15.0,14.998,15.002,15.0
Tue Feb 20 17:54:57 2024,15.002,15.0,14.999,15.001,15.001,14.999
Tue Feb 20 17:55:12 2024,14.998,15.001,14.999,15.002,14.996,15.0
Tue Feb 20 17:55:26 2024,14.995,15.0,15.0,14.999,15.0,14.998
Tue Feb 20 17:55:41 2024,15.0,14.996,14.999,15.0,15.001,15.002
Tue Feb 20 17:55:56 2024,14.998,15.003,15.0,15.003,14.997,15.002
Tue Feb 20 17:56:11 2024,14.998,15.001,15.0,15.002,15.001,14.999
Tue Feb 20 17:56:26 2024,15.0,15.0,15.0,14.998,15.0,14.999
Tue Feb 20 17:56:41 2024,15.002,15.003,15.0,15.001,14.998,14.998
Tue Feb 20 17:56:55 2024,14.998,14.999,15.001,15.002,14.999,14.998
Tue Feb 20 17:57:10 2024,14.997,15.0,15.001,14.999,14.999,15.002
Tue Feb 20 17:57:25 2024,15.0,14.998,15.0,15.001,15.001,14.999
Tue Feb 20 17:57:40 2024,14.998,14.999,14.999,15.001,14.998,15.001
Tue Feb 20 17:57:55 2024,14.994,15.02,15.002,14.993,15.003,14.999
Tue Feb 20 17:58:09 2024,14.998,15.0,15.0,15.003,15.0,14.998
Tue Feb 20 17:58:25 2024,15.0,14.999,14.999,14.998,15.002,15.002
Tue Feb 20 17:59:50 2024,15.002,14.999,14.999,15.002,15.0,15.0
Tue Feb 20 18:00:09 2024,15.584,15.0,14.998,15.001,14.998,15.001
Tue Feb 20 18:00:28 2024,14.997,14.999,15.001,15.0,14.999,14.999
Tue Feb 20 18:00:47 2024,14.995,15.0,15.001,14.998,15.0,14.997
Tue Feb 20 18:01:06 2024,15.0,15.001,14.998,15.002,15.0,14.999
Tue Feb 20 18:01:25 2024,15.0,14.999,15.001,14.998,14.999,15.001
Tue Feb 20 18:01:44 2024,15.002,14.999,15.0,14.999,15.0,15.002
Tue Feb 20 18:02:03 2024,14.997,15.005,14.998,15.002,14.998,15.001
Tue Feb 20 18:02:22 2024,14.998,14.984,15.002,15.003,15.009,15.001
Tue Feb 20 18:02:41 2024,15.0,15.006,14.999,15.0,14.998,14.996
Tue Feb 20 18:03:00 2024,14.998,15.002,14.998,14.998,14.998,15.003
Tue Feb 20 18:03:19 2024,15.0,15.002,14.996,14.998,14.999,14.995
