Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,5 SP,6 SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV,5 PV,6 PV
Thu Feb 15 00:47:53 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,162.83770751953125,141.66860961914062,0.0,0,0,0,6,14.999500000000001,15.001,15.0
Thu Feb 15 00:48:00 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,162.66555786132812,141.51058959960938,0.0,0,0,0,6,15.00225,15.0,14.999
Thu Feb 15 00:48:08 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,162.48765563964844,141.35458374023438,0.0,0,0,0,6,15.00225,15.001,14.999
Thu Feb 15 00:48:15 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,162.31092834472656,141.18588256835938,0.0,0,0,0,6,14.999,14.999,15.0
Thu Feb 15 00:48:23 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,162.12530517578125,141.05615234375,0.0,0,0,0,6,14.999,14.998,15.002
Thu Feb 15 00:48:30 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,161.94631958007812,140.91094970703125,0.0,0,0,0,6,14.99825,15.001,14.999
Thu Feb 15 00:48:38 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,161.74681091308594,140.69851684570312,0.0,0,0,0,6,14.99825,14.999,14.999
Thu Feb 15 00:48:45 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,161.59332275390625,140.42086791992188,0.0,0,0,0,6,14.99925,15.001,15.0
Thu Feb 15 00:48:53 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13374999999999,0.0,0.0,161.42164611816406,140.18063354492188,0.0,0,0,0,6,14.99925,15.0,14.999
Thu Feb 15 00:49:00 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,161.25335693359375,140.14599609375,0.0,0,0,0,6,15.001999999999999,15.0,15.001
Thu Feb 15 00:49:08 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,161.07044982910156,139.91018676757812,0.0,0,0,0,6,15.001999999999999,15.001,14.999
Thu Feb 15 00:49:15 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,160.9049835205078,139.75228881835938,0.0,0,0,0,6,15.000000000000002,15.0,15.0
Thu Feb 15 00:49:22 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,160.720458984375,139.54434204101562,0.0,0,0,0,6,15.000000000000002,15.001,15.0
Thu Feb 15 00:49:30 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,160.55812072753906,139.37539672851562,0.0,0,0,0,6,15.0,14.999,15.001
Thu Feb 15 00:49:37 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,160.37493896484375,139.20248413085938,0.0,0,0,0,6,15.0,14.999,15.001
Thu Feb 15 00:49:45 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,160.20118713378906,139.13327026367188,0.0,0,0,0,6,14.9975,15.001,15.0
Thu Feb 15 00:49:52 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,160.0185089111328,138.882080078125,0.0,0,0,0,6,14.9975,14.999,15.0
Thu Feb 15 00:49:59 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,159.84454345703125,138.71517944335938,0.0,0,0,0,6,15.001,15.0,15.0
Thu Feb 15 00:50:07 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,159.67222595214844,138.52920532226562,0.0,0,0,0,6,15.001,15.0,15.002
Thu Feb 15 00:50:14 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,159.49737548828125,138.36068725585938,0.0,0,0,0,6,15.0025,14.998,15.0
Thu Feb 15 00:50:22 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,159.31829833984375,138.22244262695312,0.0,0,0,0,6,15.0025,15.001,15.0
Thu Feb 15 00:50:29 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.1075,0.0,0.0,159.1455078125,138.02975463867188,0.0,0,0,0,6,15.0005,14.999,15.0
Thu Feb 15 00:50:37 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,158.98065185546875,137.82833862304688,0.0,0,0,0,6,15.0005,15.001,14.998
Thu Feb 15 00:50:44 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,158.80491638183594,137.56259155273438,0.0,0,0,0,6,14.998499999999998,15.0,15.001
Thu Feb 15 00:50:52 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,158.63059997558594,137.51730346679688,0.0,0,0,0,6,14.998499999999998,14.999,15.0
Thu Feb 15 00:50:59 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.1075,0.0,0.0,158.4612579345703,137.35723876953125,0.0,0,0,0,6,14.999249999999998,15.001,14.999
Thu Feb 15 00:51:07 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,158.28504943847656,137.05587768554688,0.0,0,0,0,6,14.999249999999998,15.0,14.998
Thu Feb 15 00:51:14 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,158.1179962158203,136.94186401367188,0.0,0,0,0,6,15.001999999999999,14.998,14.998
Thu Feb 15 00:51:22 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,157.9419708251953,136.74298095703125,0.0,0,0,0,6,15.001999999999999,15.002,15.002
Thu Feb 15 00:51:29 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,157.77435302734375,136.65444946289062,0.0,0,0,0,6,14.998999999999999,14.998,14.998
Thu Feb 15 00:51:37 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,157.60952758789062,136.39321899414062,0.0,0,0,0,6,14.998999999999999,15.0,14.997
Thu Feb 15 00:51:44 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,157.4486541748047,136.30667114257812,0.0,0,0,0,6,14.999,15.001,15.002
Thu Feb 15 00:51:52 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,157.26597595214844,136.1165771484375,0.0,0,0,0,6,14.999,14.998,15.001
Thu Feb 15 00:51:59 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,157.11769104003906,135.98916625976562,0.0,0,0,0,6,15.00025,15.002,14.999
Thu Feb 15 00:52:06 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,156.89573669433594,135.7213134765625,0.0,0,0,0,6,15.00025,14.998,15.0
Thu Feb 15 00:52:14 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,156.77220153808594,135.55667114257812,0.0,0,0,0,6,15.001249999999999,14.998,14.999
Thu Feb 15 00:52:21 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,156.6041259765625,135.3515625,0.0,0,0,0,6,15.001249999999999,15.001,15.002
Thu Feb 15 00:52:29 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,156.433349609375,135.25198364257812,0.0,0,0,0,6,14.9995,14.998,14.999
Thu Feb 15 00:52:36 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,156.26780700683594,135.00131225585938,0.0,0,0,0,6,14.9995,14.996,15.001
Thu Feb 15 00:52:43 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,156.1085968017578,134.84182739257812,0.0,0,0,0,6,14.998750000000001,14.998,15.0
Thu Feb 15 00:52:51 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,155.92860412597656,134.78591918945312,0.0,0,0,0,6,14.998750000000001,15.0,15.003
Thu Feb 15 00:52:58 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,155.765869140625,134.59793090820312,0.0,0,0,0,6,15.00175,15.003,15.0
Thu Feb 15 00:53:06 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,155.603759765625,134.31283569335938,0.0,0,0,0,6,15.00175,15.001,14.999
Thu Feb 15 00:53:13 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,155.43649291992188,134.24581909179688,0.0,0,0,0,6,15.000000000000002,14.998,15.0
Thu Feb 15 00:53:21 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,155.25828552246094,133.95877075195312,0.0,0,0,0,6,15.000000000000002,15.003,14.999
Thu Feb 15 00:53:28 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,155.08770751953125,133.8382568359375,0.0,0,0,0,6,14.9985,15.0,15.001
Thu Feb 15 00:53:36 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,154.919677734375,133.7498779296875,0.0,0,0,0,6,14.9985,15.002,15.0
Thu Feb 15 00:53:43 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,154.76123046875,133.56436157226562,0.0,0,0,0,6,15.0,15.002,15.0
Thu Feb 15 00:53:51 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,154.5979766845703,133.42642211914062,0.0,0,0,0,6,15.0,14.999,14.999
Thu Feb 15 00:53:58 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13374999999999,0.0,0.0,154.43392944335938,133.28414916992188,0.0,0,0,0,6,15.004249999999999,15.002,15.002
Thu Feb 15 00:54:06 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,154.27056884765625,133.025390625,0.0,0,0,0,6,15.004249999999999,14.999,14.999
Thu Feb 15 00:54:13 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,154.11456298828125,132.8094482421875,0.0,0,0,0,6,14.999500000000001,14.998,14.998
Thu Feb 15 00:54:20 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,153.94464111328125,132.76864624023438,0.0,0,0,0,6,14.999500000000001,14.999,15.001
Thu Feb 15 00:54:28 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,153.7886962890625,132.58963012695312,0.0,0,0,0,6,14.99975,15.001,15.0
Thu Feb 15 00:54:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,153.61685180664062,132.39950561523438,0.0,0,0,0,6,14.99975,14.999,15.0
Thu Feb 15 00:54:43 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,153.44821166992188,132.31747436523438,0.0,0,0,0,6,15.00175,15.001,15.0
Thu Feb 15 00:54:50 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,153.28131103515625,132.07156372070312,0.0,0,0,0,6,15.00175,15.0,15.0
Thu Feb 15 00:54:57 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,153.12171936035156,131.87753295898438,0.0,0,0,0,6,15.001,14.999,14.999
Thu Feb 15 00:55:05 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,152.95266723632812,131.75912475585938,0.0,0,0,0,6,15.001,14.999,15.0
Thu Feb 15 00:55:12 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.1075,0.0,0.0,152.80506896972656,131.53701782226562,0.0,0,0,0,6,14.998249999999999,15.0,15.0
Thu Feb 15 00:55:20 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,152.6458282470703,131.38616943359375,0.0,0,0,0,6,14.998249999999999,14.998,15.001
Thu Feb 15 00:55:27 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,152.48428344726562,131.17916870117188,0.0,0,0,0,6,14.998249999999999,15.001,14.999
Thu Feb 15 00:55:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,152.3121337890625,131.09054565429688,0.0,0,0,0,6,14.998249999999999,14.999,15.0
Thu Feb 15 00:55:42 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,152.13427734375,130.88192749023438,0.0,0,0,0,6,15.002500000000001,14.999,15.0
Thu Feb 15 00:55:50 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,151.95797729492188,130.59506225585938,0.0,0,0,0,6,15.002500000000001,15.001,15.0
Thu Feb 15 00:55:57 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.1375,0.0,0.0,151.81838989257812,130.55429077148438,0.0,0,0,0,6,14.999,14.998,15.001
Thu Feb 15 00:56:05 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,151.65200805664062,130.42489624023438,0.0,0,0,0,6,14.999,15.0,15.0
Thu Feb 15 00:56:12 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,151.49317932128906,130.23974609375,0.0,0,0,0,6,14.998750000000001,15.001,15.001
Thu Feb 15 00:56:20 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,151.33346557617188,130.00717163085938,0.0,0,0,0,6,14.998750000000001,15.0,15.002
Thu Feb 15 00:56:27 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,151.17364501953125,129.90390014648438,0.0,0,0,0,6,15.00225,15.0,14.999
Thu Feb 15 00:56:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,151.00575256347656,129.77456665039062,0.0,0,0,0,6,15.00225,15.001,15.0
Thu Feb 15 00:56:42 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,150.85626220703125,129.59579467773438,0.0,0,0,0,6,15.001750000000001,14.999,14.998
Thu Feb 15 00:56:49 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,150.68807983398438,129.44314575195312,0.0,0,0,0,6,15.001750000000001,15.0,14.999
Thu Feb 15 00:56:57 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.1075,0.0,0.0,150.52899169921875,129.31857299804688,0.0,0,0,0,6,14.99775,15.0,14.998
Thu Feb 15 00:57:04 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,150.35696411132812,129.12680053710938,0.0,0,0,0,6,14.99775,14.999,14.998
Thu Feb 15 00:57:12 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,150.21578979492188,128.91806030273438,0.0,0,0,0,6,14.99925,15.002,15.0
Thu Feb 15 00:57:19 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,150.06362915039062,128.7239990234375,0.0,0,0,0,6,14.99925,15.0,15.001
Thu Feb 15 00:57:27 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,149.89968872070312,128.53863525390625,0.0,0,0,0,6,15.000749999999998,15.0,15.001
Thu Feb 15 00:57:34 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,149.73587036132812,128.32998657226562,0.0,0,0,0,6,15.000749999999998,14.998,15.002
Thu Feb 15 00:57:41 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,149.5919189453125,128.26553344726562,0.0,0,0,0,6,15.000499999999999,15.0,15.0
Thu Feb 15 00:57:49 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,149.42657470703125,128.0478515625,0.0,0,0,0,6,15.000499999999999,14.995,14.995
Thu Feb 15 00:57:56 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,149.27903747558594,127.88229370117188,0.0,0,0,0,6,14.99925,15.001,15.002
Thu Feb 15 00:58:04 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,149.10955810546875,127.73846435546875,0.0,0,0,0,6,14.99925,15.001,14.998
Thu Feb 15 00:58:11 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,148.96340942382812,127.64602661132812,0.0,0,0,0,6,15.002499999999998,14.996,15.0
Thu Feb 15 00:58:19 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,148.7999267578125,127.40707397460938,0.0,0,0,0,6,15.002499999999998,14.998,15.002
Thu Feb 15 00:58:26 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,148.65899658203125,127.29727172851562,0.0,0,0,0,6,14.9995,15.001,14.998
Thu Feb 15 00:58:34 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,148.50100708007812,127.16616821289062,0.0,0,0,0,6,14.9995,15.001,14.999
Thu Feb 15 00:58:41 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,148.34849548339844,126.918212890625,0.0,0,0,0,6,14.998249999999999,15.001,15.001
Thu Feb 15 00:58:49 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,148.18804931640625,126.68841552734375,0.0,0,0,0,6,14.998249999999999,15.001,15.002
Thu Feb 15 00:58:56 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,148.02932739257812,126.53164672851562,0.0,0,0,0,6,15.001999999999999,15.003,14.999
Thu Feb 15 00:59:04 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,147.87277221679688,126.48861694335938,0.0,0,0,0,6,15.001999999999999,14.998,14.998
Thu Feb 15 00:59:11 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,147.7307586669922,126.29989624023438,0.0,0,0,0,6,14.99975,14.998,14.999
Thu Feb 15 00:59:19 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,147.55990600585938,126.15386962890625,0.0,0,0,0,6,14.99975,15.003,15.0
Thu Feb 15 00:59:26 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,147.4151611328125,126.10885620117188,0.0,0,0,0,6,14.999,14.998,15.0
Thu Feb 15 00:59:34 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,147.24676513671875,125.76239013671875,0.0,0,0,0,6,14.999,14.997,15.0
Thu Feb 15 00:59:41 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,25.0,-1.0,0.0,0,0,0,6,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,147.08035278320312,125.69375610351562,0.0,0,0,0,6,14.9995,14.999,14.999
