Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,5 SP,6 SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV,5 PV,6 PV
Wed Feb 14 17:52:29 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,550.0078735351562,549.0406494140625,0.0,0,0,0,1,14.999,14.997,15.0
Wed Feb 14 17:52:36 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,550.041015625,549.056884765625,0.0,0,0,0,1,15.00025,14.997,15.002
Wed Feb 14 17:52:44 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,550.0265502929688,548.9437255859375,0.0,0,0,0,1,15.00025,14.998,15.001
Wed Feb 14 17:52:51 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.0925,550.017578125,548.92138671875,0.0,0,0,0,1,14.99875,15.0,15.001
Wed Feb 14 17:52:59 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.08125,550.0101928710938,548.8115234375,0.0,0,0,0,1,14.99875,15.002,15.002
Wed Feb 14 17:53:06 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.09625,550.0069580078125,548.85693359375,0.0,0,0,0,1,14.99975,15.001,15.001
Wed Feb 14 17:53:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,550.0050659179688,548.9085693359375,0.0,0,0,0,1,14.99975,15.001,15.002
Wed Feb 14 17:53:21 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.09625,549.99267578125,548.917236328125,0.0,0,0,0,1,14.99875,15.002,15.0
Wed Feb 14 17:53:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,549.993408203125,548.84521484375,0.0,0,0,0,1,14.99875,15.002,15.001
Wed Feb 14 17:53:36 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.09625,550.0038452148438,548.9686279296875,0.0,0,0,0,1,14.9985,15.002,14.997
Wed Feb 14 17:53:43 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.10000000000001,550.0070190429688,548.9810791015625,0.0,0,0,0,1,14.9985,15.001,15.001
Wed Feb 14 17:53:51 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.1075,550.0238037109375,548.9893798828125,0.0,0,0,0,1,15.0,14.999,15.002
Wed Feb 14 17:53:58 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.10374999999999,550.0205688476562,549.0281982421875,0.0,0,0,0,1,15.0,14.994,14.999
Wed Feb 14 17:54:05 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,550.0142211914062,548.933837890625,0.0,0,0,0,1,15.00075,14.996,14.999
Wed Feb 14 17:54:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,550.0159301757812,548.892822265625,0.0,0,0,0,1,15.00075,14.998,15.001
Wed Feb 14 17:54:20 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08875,550.014892578125,548.917236328125,0.0,0,0,0,1,14.998499999999998,15.0,15.002
Wed Feb 14 17:54:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,550.0170288085938,548.9381103515625,0.0,0,0,0,1,14.998499999999998,14.998,14.999
Wed Feb 14 17:54:35 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.08875,550.0191040039062,548.97509765625,0.0,0,0,0,1,14.998,15.002,15.0
Wed Feb 14 17:54:43 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,550.0106201171875,548.84521484375,0.0,0,0,0,1,14.998,14.998,14.998
Wed Feb 14 17:54:50 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.08624999999999,0.0,74.0925,550.0116577148438,548.90673828125,0.0,0,0,0,1,14.99925,15.002,15.002
Wed Feb 14 17:54:58 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.10000000000001,550.008544921875,548.92138671875,0.0,0,0,0,1,14.99925,15.003,14.999
Wed Feb 14 17:55:05 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.09625,550.0037231445312,549.0142822265625,0.0,0,0,0,1,15.001000000000001,15.003,15.0
Wed Feb 14 17:55:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.09625,550.0054321289062,548.92822265625,0.0,0,0,0,1,15.001000000000001,15.0,14.996
Wed Feb 14 17:55:20 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.0925,550.004150390625,548.9464111328125,0.0,0,0,0,1,15.001,15.001,15.001
Wed Feb 14 17:55:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10000000000001,550.0084228515625,548.85986328125,0.0,0,0,0,1,15.001,15.002,14.999
Wed Feb 14 17:55:35 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.09,0.0,74.08875,550.0009765625,548.960693359375,0.0,0,0,0,1,14.999500000000001,15.002,15.002
Wed Feb 14 17:55:43 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.10374999999999,549.9971313476562,548.993896484375,0.0,0,0,0,1,14.999500000000001,14.998,14.999
Wed Feb 14 17:55:50 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.06375,0.0,74.09625,550.0022583007812,548.998046875,0.0,0,0,0,1,15.00075,14.998,15.002
Wed Feb 14 17:55:58 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.08875,549.9953002929688,548.9547119140625,0.0,0,0,0,1,15.00075,14.997,14.999
Wed Feb 14 17:56:05 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,550.0117797851562,549.004150390625,0.0,0,0,0,1,14.997000000000002,14.999,15.002
Wed Feb 14 17:56:13 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,550.01416015625,548.88525390625,0.0,0,0,0,1,14.997000000000002,14.999,14.996
Wed Feb 14 17:56:20 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,550.0160522460938,549.00634765625,0.0,0,0,0,1,15.00075,15.0,15.002
Wed Feb 14 17:56:28 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,550.0176391601562,548.9195556640625,0.0,0,0,0,1,15.00075,15.002,14.999
Wed Feb 14 17:56:35 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,550.0180053710938,548.9403076171875,0.0,0,0,0,1,14.99825,15.002,15.002
Wed Feb 14 17:56:42 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0925,550.0211181640625,548.9180908203125,0.0,0,0,0,1,14.99825,15.003,14.999
Wed Feb 14 17:56:50 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,550.0044555664062,548.845947265625,0.0,0,0,0,1,15.002,15.002,14.998
Wed Feb 14 17:56:57 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.10000000000001,550.0007934570312,548.8150634765625,0.0,0,0,0,1,15.002,15.004,14.999
Wed Feb 14 17:57:05 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.09625,550.002685546875,548.845703125,0.0,0,0,0,1,14.99975,14.998,15.002
Wed Feb 14 17:57:12 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,550.0037231445312,548.804443359375,0.0,0,0,0,1,14.99975,15.001,15.0
Wed Feb 14 17:57:19 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.10000000000001,550.0113525390625,548.80029296875,0.0,0,0,0,1,14.9995,14.996,14.999
Wed Feb 14 17:57:27 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07124999999999,0.0,74.0925,550.0098876953125,548.7633056640625,0.0,0,0,0,1,14.9995,14.998,15.001
Wed Feb 14 17:57:34 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0825,0.0,74.0925,550.0161743164062,548.845703125,0.0,0,0,0,1,14.9985,14.998,15.0
Wed Feb 14 17:57:42 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,550.022216796875,548.7923583984375,0.0,0,0,0,1,14.9985,15.0,15.0
Wed Feb 14 17:57:49 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.09625,550.0078735351562,548.7183837890625,0.0,0,0,0,1,14.99975,14.999,15.0
Wed Feb 14 17:57:57 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.07875,0.0,74.08500000000001,550.0014038085938,548.856201171875,0.0,0,0,0,1,14.99975,14.996,15.001
Wed Feb 14 17:58:04 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.0775,550.0053100585938,548.919921875,0.0,0,0,0,1,14.999749999999999,15.001,14.999
Wed Feb 14 17:58:12 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.0675,0.0,74.0925,550.0209350585938,548.8709716796875,0.0,0,0,0,1,14.999749999999999,15.001,15.0
Wed Feb 14 17:58:19 2024,24-008 reduxn rxn bp,0.0,0,75.075,0,74.0925,550.0,-1.0,0.0,0,0,0,1,15,15.0,15.0,0.0,0.0,75.075,0.0,74.10374999999999,550.01416015625,548.821533203125,0.0,0,0,0,1,14.99975,15.002,15.001
Wed Feb 14 17:58:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,550.0051879882812,548.8603515625,0.0,0,0,0,1,14.965,14.965,14.939
Wed Feb 14 18:00:00 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,550.0173950195312,548.9569091796875,0.0,1,0,0,1,14.998000000000001,14.997,15.0
Wed Feb 14 18:00:09 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,550.0228881835938,548.8497314453125,0.0,1,0,0,1,14.998000000000001,15.002,15.007
Wed Feb 14 18:00:19 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,550.0269775390625,548.910888671875,0.0,1,0,0,1,15.0025,14.998,14.996
Wed Feb 14 18:00:29 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,550.0281372070312,548.83544921875,0.0,1,0,0,1,15.0025,15.0,15.009
Wed Feb 14 18:00:38 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,550.0054321289062,548.8026123046875,0.0,1,0,0,1,14.998750000000001,15.004,15.012
Wed Feb 14 18:00:48 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,549.9972534179688,548.73876953125,0.0,1,0,0,1,14.998750000000001,14.995,15.002
Wed Feb 14 18:00:58 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,549.9946899414062,548.8192138671875,0.0,1,0,0,1,14.99925,15.003,14.999
Wed Feb 14 18:01:08 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,549.9898071289062,548.8358154296875,0.0,1,0,0,1,14.99925,14.998,14.998
Wed Feb 14 18:01:17 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,549.991943359375,548.8973388671875,0.0,1,0,0,1,14.99475,14.995,15.006
Wed Feb 14 18:01:27 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,550.0046997070312,548.875,0.0,1,0,0,1,14.99475,15.005,14.999
Wed Feb 14 18:01:37 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,550.0199584960938,549.0206298828125,0.0,1,0,0,1,15.0035,14.998,15.002
Wed Feb 14 18:01:47 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,550.0189819335938,548.87060546875,0.0,1,0,0,1,15.0035,15.001,14.999
Wed Feb 14 18:01:56 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,550.0121459960938,548.7896728515625,0.0,1,0,0,1,15.053500000000001,15.005,15.004
Wed Feb 14 18:02:06 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13374999999999,0.0,0.0,550.0215454101562,548.761474609375,0.0,1,0,0,1,15.053500000000001,14.991,14.996
Wed Feb 14 18:02:16 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,550.0123901367188,548.864501953125,0.0,1,0,0,1,14.9975,15.004,15.002
Wed Feb 14 18:02:26 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,550.01513671875,548.875,0.0,1,0,0,1,14.9975,14.998,15.0
Wed Feb 14 18:02:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,550.0269165039062,548.9466552734375,0.0,1,0,0,1,14.9995,14.994,15.0
Wed Feb 14 18:02:45 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,550.1345825195312,549.581787109375,0.0,1,0,0,1,14.9995,15.006,15.002
Wed Feb 14 18:02:55 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,550.3421630859375,550.5413818359375,0.0,1,0,0,1,14.998999999999999,14.999,14.989
Wed Feb 14 18:03:05 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,550.592529296875,551.332275390625,0.0,1,0,0,1,14.998999999999999,14.995,14.998
Wed Feb 14 18:03:14 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.10374999999999,0.0,0.0,550.8275146484375,551.9835205078125,0.0,1,0,0,1,15.00075,15.007,15.005
Wed Feb 14 18:03:24 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,551.0354614257812,552.423095703125,0.0,1,0,0,1,15.00075,14.995,15.0
Wed Feb 14 18:03:33 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.185791015625,552.72265625,0.0,1,0,0,1,15.00325,15.002,14.998
Wed Feb 14 18:03:43 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.3018188476562,552.6015625,0.0,1,0,0,1,15.00325,15.0,14.998
Wed Feb 14 18:03:53 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.1075,0.0,0.0,551.3656005859375,552.45556640625,0.0,1,0,0,1,14.998000000000001,14.992,15.0
Wed Feb 14 18:04:03 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.3853149414062,552.0921630859375,0.0,1,0,0,1,14.998000000000001,15.01,14.998
Wed Feb 14 18:04:12 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.3819580078125,551.6993408203125,0.0,1,0,0,1,14.99975,14.996,14.998
Wed Feb 14 18:05:37 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,551.1238403320312,550.0020751953125,0.0,2,0,0,1,14.998999999999999,15.004,15.002
Wed Feb 14 18:05:47 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.134521484375,550.0491943359375,0.0,2,0,0,1,14.998999999999999,14.994,14.997
Wed Feb 14 18:05:57 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,551.1139526367188,550.096435546875,0.0,2,0,0,1,15.000000000000002,15.0,15.005
Wed Feb 14 18:06:06 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.1380615234375,550.1070556640625,0.0,2,0,0,1,15.000000000000002,14.999,14.991
Wed Feb 14 18:06:16 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,551.163330078125,550.0843505859375,0.0,2,0,0,1,14.99875,14.995,15.002
Wed Feb 14 18:06:26 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.1653442382812,550.1541748046875,0.0,2,0,0,1,14.99875,15.003,14.998
Wed Feb 14 18:06:35 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,551.155517578125,550.0394287109375,0.0,2,0,0,1,14.99625,14.998,15.0
Wed Feb 14 18:06:45 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,551.1478271484375,550.1055908203125,0.0,2,0,0,1,14.99625,15.002,14.999
Wed Feb 14 18:06:54 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,551.1491088867188,550.0006103515625,0.0,2,0,0,1,15.00075,15.005,15.004
Wed Feb 14 18:07:04 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.15234375,550.11572265625,0.0,2,0,0,1,15.00075,14.998,14.996
Wed Feb 14 18:07:13 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.115,0.0,0.0,551.1651611328125,550.0953369140625,0.0,2,0,0,1,15.018999999999998,15.005,14.998
Wed Feb 14 18:07:23 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.1470336914062,550.0911865234375,0.0,2,0,0,1,15.018999999999998,14.998,14.998
Wed Feb 14 18:07:33 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12249999999999,0.0,0.0,551.1406860351562,549.943359375,0.0,2,0,0,1,15.0,14.997,15.0
Wed Feb 14 18:07:42 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11125000000001,0.0,0.0,551.1546020507812,549.8497314453125,0.0,2,0,0,1,15.0,15.001,15.0
Wed Feb 14 18:07:52 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13,0.0,0.0,551.1491088867188,549.9715576171875,0.0,2,0,0,1,14.99875,14.994,14.996
Wed Feb 14 18:08:01 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.11875,0.0,0.0,551.1564331054688,549.9659423828125,0.0,2,0,0,1,14.99875,15.005,14.998
Wed Feb 14 18:08:11 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.13374999999999,0.0,0.0,551.1617431640625,549.93310546875,0.0,2,0,0,1,14.9995,14.999,14.999
Wed Feb 14 18:08:21 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.140625,549.9188232421875,0.0,2,0,0,1,14.9995,14.997,14.998
Wed Feb 14 18:08:30 2024,24-008 reduxn rxn bp,0.0,0,119.119,0,0.0,551.14404296875,1.0,0.0,9,0,0,1,15,15.0,15.0,0.0,0.0,119.12625,0.0,0.0,551.1461181640625,549.870849609375,0.0,2,0,0,1,14.998,15.003,14.999
