Time,1,2,3,4
Wed Feb 14 21:16:08 2024,14.852,15.036,15.0,14.996
Wed Feb 14 21:16:23 2024,14.952,14.984,14.999,14.996
Wed Feb 14 21:16:46 2024,15.411,15.026,14.997,15.005
Wed Feb 14 21:17:05 2024,15.022,14.961,15.003,14.995
Wed Feb 14 21:17:24 2024,15.069,14.993,14.998,14.998
Wed Feb 14 21:17:43 2024,15.048,15.009,15.0,14.996
Wed Feb 14 21:18:02 2024,14.873,15.012,14.999,14.997
Wed Feb 14 21:18:21 2024,14.997,15.03,14.998,14.997
Wed Feb 14 21:18:40 2024,14.847,15.027,15.002,15.008
Wed Feb 14 21:18:59 2024,14.791,15.035,14.999,14.996
Wed Feb 14 21:19:18 2024,14.93,14.993,14.998,14.999
Wed Feb 14 21:19:37 2024,14.953,14.973,14.998,14.998
Wed Feb 14 21:21:02 2024,15.008,14.981,14.995,15.001
Wed Feb 14 21:21:17 2024,15.0,15.007,15.002,14.996
Wed Feb 14 21:21:32 2024,15.003,14.998,14.998,15.005
Wed Feb 14 21:21:47 2024,15.038,15.005,14.998,14.992
Wed Feb 14 21:22:02 2024,15.003,15.006,14.995,14.998
Wed Feb 14 21:22:25 2024,15.003,14.997,15.002,15.002
Wed Feb 14 21:22:44 2024,14.984,14.987,14.999,14.995
Wed Feb 14 21:23:03 2024,14.994,15.0,15.002,15.001
Wed Feb 14 21:23:22 2024,14.884,14.989,14.995,15.001
Wed Feb 14 21:23:41 2024,14.995,15.001,15.0,14.994
Wed Feb 14 21:24:00 2024,14.955,14.996,14.998,14.999
Wed Feb 14 21:24:19 2024,15.025,14.994,14.998,14.997
Wed Feb 14 21:24:38 2024,15.006,15.013,14.998,14.997
Wed Feb 14 21:24:57 2024,14.964,15.002,14.999,15.002
Wed Feb 14 21:25:16 2024,14.85,15.019,14.997,14.998
Wed Feb 14 21:26:41 2024,14.866,15.003,14.998,14.992
Wed Feb 14 21:27:00 2024,14.914,14.98,15.001,15.005
Wed Feb 14 21:27:19 2024,14.95,15.024,14.998,15.001
Wed Feb 14 21:27:38 2024,15.017,15.004,15.002,15.001
Wed Feb 14 21:27:57 2024,14.903,14.988,14.999,15.001
Wed Feb 14 21:28:17 2024,14.925,14.993,15.0,15.009
Wed Feb 14 21:28:36 2024,15.075,14.897,15.002,15.004
Wed Feb 14 21:28:55 2024,14.955,14.966,14.998,14.998
Wed Feb 14 21:29:14 2024,15.017,15.014,14.999,14.993
Wed Feb 14 21:29:33 2024,14.998,14.98,15.002,14.998
Wed Feb 14 21:29:52 2024,15.017,15.033,14.999,14.998
Wed Feb 14 21:30:11 2024,15.012,14.962,15.002,14.997
Wed Feb 14 21:30:30 2024,15.233,14.998,15.002,15.009
Wed Feb 14 21:30:49 2024,15.005,15.005,14.999,14.999
Wed Feb 14 21:32:13 2024,14.989,15.013,15.001,14.993
Wed Feb 14 21:32:33 2024,14.977,14.995,15.002,15.002
Wed Feb 14 21:32:52 2024,14.842,14.995,15.001,15.005
Wed Feb 14 21:33:11 2024,14.895,15.01,14.998,14.995
Wed Feb 14 21:33:30 2024,14.908,15.012,15.0,14.998
Wed Feb 14 21:33:49 2024,15.058,15.005,14.999,14.998
Wed Feb 14 21:34:08 2024,15.038,14.996,14.998,14.998
Wed Feb 14 21:34:27 2024,14.789,14.738,15.002,15.004
Wed Feb 14 21:34:46 2024,15.048,15.012,14.998,14.992
Wed Feb 14 21:35:05 2024,15.055,15.015,14.998,15.0
Wed Feb 14 21:35:24 2024,15.341,15.052,15.002,15.0
Wed Feb 14 21:35:43 2024,14.978,14.985,15.001,14.997
Wed Feb 14 21:36:02 2024,15.05,15.002,15.0,15.003
Wed Feb 14 21:36:21 2024,15.03,14.98,15.002,14.999
Wed Feb 14 21:37:46 2024,14.98,15.012,15.0,14.996
Wed Feb 14 21:38:01 2024,15.0,15.0,14.998,14.998
Wed Feb 14 21:38:16 2024,14.894,14.992,14.999,15.006
Wed Feb 14 21:38:31 2024,15.064,15.012,14.998,15.002
Wed Feb 14 21:38:46 2024,15.467,15.041,15.004,14.995
Wed Feb 14 21:39:02 2024,14.977,15.016,15.003,14.995
Wed Feb 14 21:39:21 2024,14.988,14.977,15.0,15.008
Wed Feb 14 21:39:40 2024,14.978,14.985,14.997,14.997
Wed Feb 14 21:39:59 2024,14.986,15.011,15.0,14.998
Wed Feb 14 21:40:18 2024,15.036,14.989,14.998,15.002
Wed Feb 14 21:40:37 2024,15.041,15.004,14.997,14.998
Wed Feb 14 21:40:56 2024,14.964,14.98,14.999,14.992
Wed Feb 14 21:41:15 2024,15.003,15.005,15.0,15.001
Wed Feb 14 21:41:34 2024,14.956,14.997,15.003,14.994
Wed Feb 14 21:41:53 2024,14.975,15.042,15.001,14.999
Wed Feb 14 21:43:18 2024,14.991,14.999,15.002,15.006
Wed Feb 14 21:43:33 2024,15.011,14.978,15.002,15.002
Wed Feb 14 21:43:48 2024,14.867,15.031,15.002,14.995
Wed Feb 14 21:44:03 2024,15.002,14.982,15.002,14.995
Wed Feb 14 21:44:18 2024,14.952,15.017,14.999,15.002
Wed Feb 14 21:44:41 2024,14.997,14.996,14.994,15.002
Wed Feb 14 21:45:00 2024,14.966,14.973,14.995,14.992
Wed Feb 14 21:45:19 2024,15.005,15.009,15.0,14.998
Wed Feb 14 21:45:38 2024,15.034,15.008,14.999,15.0
Wed Feb 14 21:45:57 2024,15.034,14.988,15.005,14.999
Wed Feb 14 21:46:16 2024,15.009,14.985,15.003,15.003
Wed Feb 14 21:46:35 2024,14.942,15.012,14.997,14.995
Wed Feb 14 21:46:54 2024,15.056,15.007,14.995,15.001
Wed Feb 14 21:47:13 2024,14.998,14.996,14.998,15.005
Wed Feb 14 21:47:32 2024,15.011,14.979,15.001,14.997
Wed Feb 14 21:48:57 2024,15.016,15.01,15.001,14.995
Wed Feb 14 21:49:12 2024,14.947,14.959,15.001,15.002
Wed Feb 14 21:49:27 2024,14.98,15.011,15.002,15.002
Wed Feb 14 21:49:42 2024,14.966,14.976,14.999,15.002
Wed Feb 14 21:49:57 2024,15.091,15.007,15.003,15.006
Wed Feb 14 21:50:20 2024,14.973,14.997,15.003,15.01
Wed Feb 14 21:50:39 2024,15.023,15.02,14.996,14.996
Wed Feb 14 21:50:58 2024,14.961,14.991,14.999,14.991
Wed Feb 14 21:51:17 2024,14.998,15.007,14.999,14.998
Wed Feb 14 21:51:36 2024,15.0,14.991,14.998,14.998
Wed Feb 14 21:51:55 2024,15.003,14.987,14.999,15.001
Wed Feb 14 21:52:14 2024,14.953,15.006,15.0,14.997
Wed Feb 14 21:52:33 2024,14.975,15.005,15.003,15.002
Wed Feb 14 21:52:52 2024,15.005,15.016,14.997,15.002
Wed Feb 14 21:53:11 2024,14.97,14.99,14.996,14.997
Wed Feb 14 21:54:36 2024,14.986,14.878,14.997,14.999
Wed Feb 14 21:54:51 2024,15.066,15.011,15.004,15.001
Wed Feb 14 21:55:06 2024,14.978,14.979,14.999,15.001
Wed Feb 14 21:55:21 2024,14.911,14.777,14.995,15.002
Wed Feb 14 21:55:36 2024,14.97,14.991,15.005,15.011
Wed Feb 14 21:55:59 2024,15.073,14.989,15.002,15.012
Wed Feb 14 21:56:18 2024,14.98,15.007,14.999,14.988
Wed Feb 14 21:56:37 2024,15.055,15.016,15.001,15.002
Wed Feb 14 21:56:56 2024,15.042,14.996,14.998,14.998
Wed Feb 14 21:57:15 2024,14.906,14.964,15.002,15.006
Wed Feb 14 21:57:34 2024,14.853,14.996,15.002,15.007
Wed Feb 14 21:57:53 2024,15.02,14.995,15.002,15.003
Wed Feb 14 21:58:12 2024,14.986,15.006,15.001,15.002
Wed Feb 14 21:58:31 2024,15.034,14.996,15.008,14.995
Wed Feb 14 21:58:49 2024,14.995,15.031,14.999,14.997
Wed Feb 14 22:00:15 2024,14.984,15.009,15.001,14.993
Wed Feb 14 22:00:30 2024,14.908,15.012,14.999,15.002
Wed Feb 14 22:00:45 2024,14.991,15.02,15.002,15.002
Wed Feb 14 22:01:00 2024,14.991,14.849,15.005,15.005
Wed Feb 14 22:01:15 2024,14.994,14.987,15.002,15.005
Wed Feb 14 22:01:38 2024,14.866,14.984,15.001,15.001
Wed Feb 14 22:01:57 2024,14.758,14.998,14.999,14.998
Wed Feb 14 22:02:16 2024,15.025,14.984,14.998,14.995
Wed Feb 14 22:02:35 2024,15.016,15.005,15.002,15.0
Wed Feb 14 22:02:54 2024,14.945,14.995,15.006,15.001
Wed Feb 14 22:03:13 2024,14.966,15.002,14.999,15.002
Wed Feb 14 22:03:32 2024,14.97,14.997,15.001,14.998
Wed Feb 14 22:03:51 2024,15.011,14.991,15.004,14.995
Wed Feb 14 22:04:10 2024,15.039,15.002,15.001,14.998
Wed Feb 14 22:04:29 2024,15.039,14.975,15.0,15.005
Wed Feb 14 22:05:54 2024,14.983,14.98,14.998,15.0
Wed Feb 14 22:06:09 2024,14.975,14.992,15.009,14.998
Wed Feb 14 22:06:24 2024,14.98,14.852,14.995,15.002
Wed Feb 14 22:06:39 2024,14.955,14.975,14.998,14.998
Wed Feb 14 22:06:54 2024,14.998,16.004,15.002,15.003
Wed Feb 14 22:07:17 2024,15.062,15.034,15.002,14.993
Wed Feb 14 22:07:36 2024,15.055,15.542,15.001,14.999
Wed Feb 14 22:07:55 2024,14.975,15.009,14.998,15.003
Wed Feb 14 22:08:14 2024,14.997,15.444,15.002,15.001
Wed Feb 14 22:08:33 2024,15.014,15.023,15.0,15.005
Wed Feb 14 22:08:52 2024,14.834,15.041,15.002,15.002
Wed Feb 14 22:09:11 2024,14.961,15.002,14.998,14.998
Wed Feb 14 22:09:30 2024,15.058,15.005,15.001,14.998
Wed Feb 14 22:09:49 2024,14.895,14.98,14.998,15.003
Wed Feb 14 22:10:07 2024,14.952,14.984,15.001,15.0
Wed Feb 14 22:11:32 2024,15.039,15.013,15.002,14.999
Wed Feb 14 22:11:47 2024,14.997,14.991,15.0,14.995
Wed Feb 14 22:12:02 2024,15.003,14.817,15.002,14.998
Wed Feb 14 22:12:17 2024,15.003,15.045,15.0,15.002
Wed Feb 14 22:12:32 2024,15.088,15.014,15.0,14.997
Wed Feb 14 22:12:55 2024,14.988,14.995,15.004,14.997
Wed Feb 14 22:13:15 2024,15.045,14.939,15.005,14.997
Wed Feb 14 22:13:34 2024,14.998,15.012,15.004,15.0
Wed Feb 14 22:13:53 2024,14.989,15.847,14.998,15.006
Wed Feb 14 22:14:12 2024,14.789,15.019,15.003,15.005
Wed Feb 14 22:14:31 2024,14.864,14.974,15.002,14.992
Wed Feb 14 22:14:50 2024,15.036,14.988,14.999,15.001
Wed Feb 14 22:15:09 2024,15.023,15.014,14.998,15.005
Wed Feb 14 22:15:27 2024,14.963,15.007,15.004,14.994
Wed Feb 14 22:15:46 2024,15.059,15.046,14.998,15.0
Wed Feb 14 22:17:12 2024,14.933,15.004,15.001,14.996
Wed Feb 14 22:17:27 2024,14.914,14.997,14.997,14.996
Wed Feb 14 22:17:42 2024,14.898,15.029,14.992,15.005
Wed Feb 14 22:17:57 2024,15.05,15.02,14.999,15.0
Wed Feb 14 22:18:12 2024,15.012,14.998,15.0,15.001
Wed Feb 14 22:18:35 2024,15.061,14.783,15.002,15.016
Wed Feb 14 22:18:54 2024,15.002,14.995,14.997,14.998
Wed Feb 14 22:19:13 2024,15.0,14.972,14.998,15.0
Wed Feb 14 22:19:32 2024,15.017,15.003,14.998,14.998
Wed Feb 14 22:19:51 2024,14.983,14.977,14.997,14.998
Wed Feb 14 22:20:10 2024,15.003,14.914,14.999,15.003
Wed Feb 14 22:20:29 2024,15.108,15.006,14.996,15.005
Wed Feb 14 22:20:48 2024,14.972,15.026,15.0,14.995
Wed Feb 14 22:21:07 2024,14.933,14.951,15.0,14.993
Wed Feb 14 22:21:26 2024,14.992,15.007,15.001,15.001
Wed Feb 14 22:22:51 2024,14.95,15.055,14.998,14.996
Wed Feb 14 22:23:06 2024,15.062,14.999,14.995,14.994
Wed Feb 14 22:23:21 2024,15.038,14.98,15.001,15.002
Wed Feb 14 22:23:36 2024,14.992,15.02,14.999,14.993
Wed Feb 14 22:23:51 2024,15.025,14.984,14.999,15.003
Wed Feb 14 22:24:14 2024,14.984,14.952,15.002,14.994
Wed Feb 14 22:24:33 2024,14.986,15.002,15.002,15.003
Wed Feb 14 22:24:52 2024,14.997,14.989,14.998,15.0
Wed Feb 14 22:25:11 2024,15.075,15.0,15.003,15.009
Wed Feb 14 22:25:30 2024,14.997,14.736,15.006,15.005
Wed Feb 14 22:25:49 2024,15.025,14.993,15.002,15.002
Wed Feb 14 22:26:08 2024,14.989,14.981,15.002,15.004
Wed Feb 14 22:26:27 2024,14.963,15.008,15.002,14.995
Wed Feb 14 22:26:46 2024,15.039,15.002,15.001,14.998
Wed Feb 14 22:27:05 2024,15.119,15.016,15.005,15.002
Wed Feb 14 22:28:30 2024,14.989,15.004,14.998,15.006
Wed Feb 14 22:28:45 2024,14.948,14.967,14.999,14.997
Wed Feb 14 22:29:00 2024,14.995,14.98,15.005,14.999
Wed Feb 14 22:29:15 2024,15.022,14.995,15.001,14.996
Wed Feb 14 22:29:30 2024,14.948,14.977,15.0,14.999
Wed Feb 14 22:29:53 2024,14.998,14.983,14.994,15.004
Wed Feb 14 22:30:12 2024,14.969,15.005,14.996,14.992
Wed Feb 14 22:30:31 2024,15.086,14.991,14.998,14.997
Wed Feb 14 22:30:50 2024,14.966,14.915,14.998,14.998
Wed Feb 14 22:31:09 2024,15.78,14.982,15.003,14.997
Wed Feb 14 22:31:28 2024,15.022,15.091,15.005,14.996
Wed Feb 14 22:31:47 2024,14.988,15.029,15.002,15.003
Wed Feb 14 22:32:06 2024,15.014,14.976,14.997,14.999
Wed Feb 14 22:32:25 2024,15.006,14.986,14.998,14.999
Wed Feb 14 22:32:44 2024,14.803,14.988,15.002,15.001
Wed Feb 14 22:34:09 2024,15.011,15.009,15.003,15.002
Wed Feb 14 22:34:24 2024,15.008,15.002,15.005,14.996
Wed Feb 14 22:34:39 2024,15.033,14.981,15.003,14.991
Wed Feb 14 22:34:54 2024,14.992,14.983,14.999,15.009
Wed Feb 14 22:35:09 2024,14.856,15.062,15.001,14.995
Wed Feb 14 22:35:32 2024,14.909,15.0,14.999,14.997
Wed Feb 14 22:35:51 2024,15.008,15.004,14.999,14.995
Wed Feb 14 22:36:10 2024,14.836,15.001,15.004,14.998
Wed Feb 14 22:36:29 2024,14.894,15.006,15.0,15.0
Wed Feb 14 22:36:48 2024,14.984,15.006,15.001,15.002
Wed Feb 14 22:37:07 2024,14.991,15.029,15.0,15.0
Wed Feb 14 22:37:26 2024,15.023,14.994,15.0,15.0
Wed Feb 14 22:37:45 2024,15.089,15.002,14.998,14.996
Wed Feb 14 22:38:04 2024,14.983,14.991,14.997,14.997
Wed Feb 14 22:38:23 2024,14.908,15.004,14.997,14.999
Wed Feb 14 22:39:48 2024,14.994,14.99,14.998,15.003
Wed Feb 14 22:40:03 2024,14.913,15.011,14.997,14.996
Wed Feb 14 22:40:18 2024,14.873,15.021,15.002,14.993
Wed Feb 14 22:40:33 2024,14.903,15.006,15.0,15.005
Wed Feb 14 22:40:48 2024,14.995,14.985,14.998,15.0
Wed Feb 14 22:41:11 2024,15.014,14.986,15.005,15.002
Wed Feb 14 22:41:30 2024,14.966,15.0,14.998,14.995
Wed Feb 14 22:41:49 2024,15.016,14.991,15.0,15.001
Wed Feb 14 22:42:08 2024,14.998,15.066,14.996,15.002
Wed Feb 14 22:42:28 2024,15.009,15.042,15.0,14.997
Wed Feb 14 22:42:47 2024,14.97,15.061,15.001,15.0
Wed Feb 14 22:43:05 2024,15.006,15.052,14.998,15.002
Wed Feb 14 22:43:24 2024,15.003,15.055,15.003,14.998
Wed Feb 14 22:43:43 2024,14.964,15.088,15.002,15.002
Wed Feb 14 22:44:02 2024,15.005,15.081,15.0,14.995
Wed Feb 14 22:45:27 2024,14.986,14.859,14.998,15.005
Wed Feb 14 22:45:42 2024,15.016,15.007,15.001,15.002
Wed Feb 14 22:45:57 2024,14.95,15.005,15.0,15.005
Wed Feb 14 22:46:12 2024,15.058,14.991,15.001,15.004
Wed Feb 14 22:46:27 2024,15.019,15.009,15.002,15.001
Wed Feb 14 22:46:50 2024,14.953,14.99,14.999,14.998
Wed Feb 14 22:47:09 2024,14.928,14.969,15.0,14.999
Wed Feb 14 22:47:28 2024,15.038,14.982,15.002,14.998
Wed Feb 14 22:47:47 2024,14.963,14.998,15.001,15.001
Wed Feb 14 22:48:06 2024,15.039,15.012,15.0,14.995
Wed Feb 14 22:48:25 2024,14.905,15.001,15.003,14.998
Wed Feb 14 22:48:44 2024,14.883,15.008,15.004,15.005
Wed Feb 14 22:49:03 2024,14.972,15.012,14.998,15.002
Wed Feb 14 22:49:22 2024,15.012,15.013,15.001,15.004
Wed Feb 14 22:49:41 2024,14.961,15.003,15.001,14.993
Wed Feb 14 22:51:06 2024,14.988,14.992,15.001,15.002
Wed Feb 14 22:51:21 2024,14.923,15.0,14.997,14.996
Wed Feb 14 22:51:36 2024,15.027,14.993,14.998,15.01
Wed Feb 14 22:51:51 2024,14.986,14.982,15.003,15.0
Wed Feb 14 22:52:06 2024,14.978,15.011,15.004,15.003
Wed Feb 14 22:52:29 2024,15.016,15.014,15.001,15.002
Wed Feb 14 22:52:48 2024,14.989,14.969,15.0,14.996
Wed Feb 14 22:53:07 2024,15.039,14.996,15.001,15.002
Wed Feb 14 22:53:26 2024,14.902,14.992,15.001,14.997
Wed Feb 14 22:53:45 2024,14.984,15.014,15.002,15.008
Wed Feb 14 22:54:04 2024,14.975,14.994,15.0,15.005
Wed Feb 14 22:54:23 2024,14.952,14.989,15.0,15.01
Wed Feb 14 22:54:42 2024,14.981,15.023,14.998,14.989
Wed Feb 14 22:55:01 2024,14.894,15.03,15.001,14.996
Wed Feb 14 22:55:20 2024,15.158,15.015,14.997,15.001
Wed Feb 14 22:56:45 2024,14.973,15.066,14.998,14.992
Wed Feb 14 22:57:00 2024,14.964,15.019,14.998,15.005
Wed Feb 14 22:57:15 2024,15.012,14.775,15.006,15.001
Wed Feb 14 22:57:30 2024,15.083,14.996,14.999,14.993
Wed Feb 14 22:57:45 2024,14.903,14.859,14.996,15.007
Wed Feb 14 22:58:08 2024,15.075,14.839,15.0,15.007
Wed Feb 14 22:58:27 2024,14.98,15.005,14.993,14.999
Wed Feb 14 22:58:46 2024,14.991,15.005,14.998,14.995
Wed Feb 14 22:59:05 2024,15.002,15.014,15.001,15.002
Wed Feb 14 22:59:24 2024,14.955,15.041,14.997,14.995
Wed Feb 14 22:59:43 2024,14.878,15.008,15.001,15.002
Wed Feb 14 23:00:02 2024,15.031,14.974,14.999,15.005
Wed Feb 14 23:00:21 2024,14.978,14.997,14.998,15.002
Wed Feb 14 23:00:40 2024,14.991,15.0,15.005,15.001
Wed Feb 14 23:00:59 2024,15.014,15.002,15.002,14.999
Wed Feb 14 23:02:24 2024,15.014,15.001,14.998,15.005
Wed Feb 14 23:02:39 2024,14.966,15.005,14.999,15.001
Wed Feb 14 23:02:54 2024,15.012,14.994,14.998,14.999
Wed Feb 14 23:03:09 2024,15.047,14.734,15.002,15.002
Wed Feb 14 23:03:24 2024,15.006,15.011,14.998,14.988
Wed Feb 14 23:03:47 2024,15.114,15.099,15.049,15.112
Wed Feb 14 23:04:02 2024,14.998,15.002,14.996,14.963
Wed Feb 14 23:04:17 2024,14.953,14.965,14.977,14.952
Wed Feb 14 23:04:32 2024,14.988,14.984,14.988,14.94
Wed Feb 14 23:04:47 2024,14.991,14.995,14.995,14.984
Wed Feb 14 23:05:02 2024,15.005,15.005,15.002,15.01
Wed Feb 14 23:05:17 2024,15.0,14.993,15.001,14.995
Wed Feb 14 23:05:32 2024,15.002,14.993,15.001,15.002
Wed Feb 14 23:05:47 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:06:02 2024,15.0,15.0,15.0,14.998
Wed Feb 14 23:06:17 2024,15.002,14.992,15.001,15.002
Wed Feb 14 23:06:31 2024,15.0,14.999,14.999,14.999
Wed Feb 14 23:06:46 2024,14.998,15.0,15.0,14.999
Wed Feb 14 23:07:01 2024,15.0,14.999,14.998,14.998
Wed Feb 14 23:07:16 2024,14.953,14.998,15.001,15.001
Wed Feb 14 23:07:31 2024,14.986,14.995,15.001,15.002
Wed Feb 14 23:07:46 2024,14.97,14.998,14.998,15.002
Wed Feb 14 23:08:01 2024,14.995,15.003,15.0,15.0
Wed Feb 14 23:08:16 2024,14.828,15.004,14.999,14.997
Wed Feb 14 23:08:31 2024,14.967,14.991,15.002,15.001
Wed Feb 14 23:08:46 2024,14.969,14.998,15.002,15.005
Wed Feb 14 23:09:00 2024,14.98,14.998,15.0,15.002
Wed Feb 14 23:09:15 2024,15.0,14.991,15.002,15.003
Wed Feb 14 23:09:30 2024,14.97,14.999,15.0,14.999
Wed Feb 14 23:09:45 2024,14.997,15.002,14.999,15.003
Wed Feb 14 23:10:00 2024,15.034,15.002,15.002,15.001
Wed Feb 14 23:10:15 2024,15.0,14.998,15.0,14.997
Wed Feb 14 23:10:30 2024,14.948,15.004,14.999,15.001
Wed Feb 14 23:10:45 2024,15.0,14.995,15.001,14.998
Wed Feb 14 23:10:59 2024,15.027,15.001,14.998,14.998
Wed Feb 14 23:11:14 2024,15.002,14.999,15.001,15.001
Wed Feb 14 23:11:29 2024,14.998,15.001,15.001,14.999
Wed Feb 14 23:11:44 2024,15.0,15.0,15.0,15.002
Wed Feb 14 23:11:59 2024,15.003,14.999,15.0,14.999
Wed Feb 14 23:12:14 2024,14.966,15.002,14.998,14.999
Wed Feb 14 23:12:29 2024,15.002,15.002,15.0,15.005
Wed Feb 14 23:12:44 2024,14.989,15.001,15.0,15.002
Wed Feb 14 23:12:58 2024,14.998,15.003,15.001,14.998
Wed Feb 14 23:13:13 2024,15.011,15.006,15.001,14.997
Wed Feb 14 23:13:28 2024,14.997,14.998,14.999,14.999
Wed Feb 14 23:13:43 2024,15.0,14.999,15.001,15.001
Wed Feb 14 23:13:58 2024,15.002,14.998,15.0,14.999
Wed Feb 14 23:14:13 2024,15.0,14.998,15.001,14.998
Wed Feb 14 23:14:28 2024,15.034,15.0,15.0,14.999
Wed Feb 14 23:14:43 2024,14.997,15.001,14.998,14.998
Wed Feb 14 23:14:58 2024,14.992,15.002,15.002,14.997
Wed Feb 14 23:15:12 2024,14.997,15.0,14.999,14.999
Wed Feb 14 23:15:27 2024,14.997,15.002,15.0,14.995
Wed Feb 14 23:15:42 2024,15.566,14.999,15.001,15.006
Wed Feb 14 23:15:57 2024,15.0,14.998,15.001,15.002
Wed Feb 14 23:16:12 2024,15.0,14.991,14.998,15.001
Wed Feb 14 23:16:27 2024,15.0,15.014,14.996,15.001
Wed Feb 14 23:16:42 2024,15.0,15.0,15.001,15.0
Wed Feb 14 23:16:57 2024,14.998,15.0,15.0,15.0
Wed Feb 14 23:17:12 2024,14.998,14.996,15.001,14.998
Wed Feb 14 23:17:27 2024,14.998,15.018,14.996,14.998
Wed Feb 14 23:17:41 2024,15.002,15.004,15.002,14.999
Wed Feb 14 23:17:56 2024,14.998,15.0,15.001,15.0
Wed Feb 14 23:18:11 2024,15.0,15.006,14.998,15.006
Wed Feb 14 23:18:26 2024,14.977,14.995,15.0,15.0
Wed Feb 14 23:18:41 2024,15.002,14.998,15.0,15.002
Wed Feb 14 23:18:56 2024,15.012,14.998,15.0,14.997
Wed Feb 14 23:19:11 2024,14.998,15.003,14.996,14.997
Wed Feb 14 23:19:26 2024,15.0,14.995,15.0,15.002
Wed Feb 14 23:19:41 2024,14.945,15.001,14.998,14.997
Wed Feb 14 23:19:55 2024,14.998,15.005,15.002,14.997
Wed Feb 14 23:20:10 2024,15.003,15.0,15.0,15.001
Wed Feb 14 23:20:25 2024,15.002,14.995,15.0,15.001
Wed Feb 14 23:20:40 2024,15.002,15.002,15.0,14.999
Wed Feb 14 23:20:55 2024,15.005,15.002,15.001,15.001
Wed Feb 14 23:21:10 2024,15.002,15.0,15.001,14.998
Wed Feb 14 23:21:25 2024,15.002,14.995,15.001,14.999
Wed Feb 14 23:21:40 2024,15.014,14.998,15.0,15.001
Wed Feb 14 23:21:55 2024,15.0,15.002,14.999,14.999
Wed Feb 14 23:22:09 2024,14.998,15.001,15.001,14.999
Wed Feb 14 23:22:24 2024,15.008,15.0,15.0,15.002
Wed Feb 14 23:22:39 2024,14.998,15.0,15.001,14.999
Wed Feb 14 23:22:54 2024,14.997,14.997,15.002,14.999
Wed Feb 14 23:23:09 2024,15.0,15.001,15.004,14.999
Wed Feb 14 23:23:24 2024,15.003,15.002,15.0,15.001
Wed Feb 14 23:23:39 2024,14.995,15.0,15.0,15.0
Wed Feb 14 23:23:54 2024,15.002,15.002,15.001,15.0
Wed Feb 14 23:24:09 2024,14.997,15.0,15.001,14.999
Wed Feb 14 23:24:24 2024,14.997,15.001,15.0,14.999
Wed Feb 14 23:24:39 2024,15.0,14.999,15.0,14.999
Wed Feb 14 23:24:53 2024,15.005,15.001,14.999,14.999
Wed Feb 14 23:25:08 2024,15.002,14.999,15.0,15.001
Wed Feb 14 23:25:23 2024,15.002,15.001,15.0,15.001
Wed Feb 14 23:25:38 2024,14.997,15.001,15.0,15.002
Wed Feb 14 23:25:53 2024,14.998,15.001,14.998,14.998
Wed Feb 14 23:26:08 2024,15.0,14.998,14.999,14.999
Wed Feb 14 23:26:23 2024,14.998,15.0,14.999,14.999
Wed Feb 14 23:26:38 2024,15.002,15.0,14.998,15.0
Wed Feb 14 23:26:53 2024,15.0,15.0,14.999,15.001
Wed Feb 14 23:27:07 2024,15.0,14.997,14.999,14.999
Wed Feb 14 23:27:22 2024,14.995,15.002,15.003,15.002
Wed Feb 14 23:27:37 2024,15.002,14.999,15.001,15.0
Wed Feb 14 23:27:52 2024,15.0,15.001,14.997,15.001
Wed Feb 14 23:28:07 2024,14.997,15.001,14.998,14.999
Wed Feb 14 23:28:22 2024,15.002,15.0,15.0,14.997
Wed Feb 14 23:28:37 2024,15.003,15.0,15.0,14.998
Wed Feb 14 23:28:52 2024,15.003,15.0,15.0,14.999
Wed Feb 14 23:29:07 2024,15.005,15.0,15.001,14.998
Wed Feb 14 23:29:21 2024,15.002,15.001,15.001,15.0
Wed Feb 14 23:29:36 2024,15.006,15.001,15.001,14.999
Wed Feb 14 23:29:51 2024,15.003,15.002,15.001,14.999
Wed Feb 14 23:30:06 2024,15.002,15.001,15.002,15.0
Wed Feb 14 23:30:21 2024,15.003,14.999,15.0,14.997
Wed Feb 14 23:30:36 2024,14.997,15.0,15.001,15.0
Wed Feb 14 23:30:51 2024,14.995,15.0,15.001,14.998
Wed Feb 14 23:31:06 2024,14.989,15.001,14.997,15.001
Wed Feb 14 23:31:21 2024,14.984,15.0,14.998,14.995
Wed Feb 14 23:31:35 2024,14.897,15.0,15.0,15.005
Wed Feb 14 23:31:50 2024,15.0,15.0,15.0,15.001
Wed Feb 14 23:32:05 2024,15.011,14.999,15.001,15.004
Wed Feb 14 23:32:20 2024,14.986,15.0,15.0,14.998
Wed Feb 14 23:32:35 2024,15.0,15.001,15.001,14.999
Wed Feb 14 23:32:50 2024,14.995,14.999,14.999,15.0
Wed Feb 14 23:33:05 2024,15.002,15.002,15.0,15.0
Wed Feb 14 23:33:20 2024,14.997,14.998,14.999,15.0
Wed Feb 14 23:33:35 2024,14.995,14.999,15.0,15.0
Wed Feb 14 23:33:49 2024,15.0,15.0,14.999,15.002
Wed Feb 14 23:34:04 2024,15.0,15.0,14.999,15.002
Wed Feb 14 23:34:19 2024,15.0,15.0,15.0,15.002
Wed Feb 14 23:34:34 2024,15.003,15.0,14.999,15.002
Wed Feb 14 23:34:49 2024,15.002,15.0,15.0,15.002
