Time,Current SP,R1,R2,R3,R4,R5,R6
Thu May 30 15:44:54 2024,25.0,24.57916259765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:01 2024,25.0,24.51617431640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:09 2024,25.0,24.56597900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:16 2024,25.0,24.637725830078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:24 2024,25.0,24.49029541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:31 2024,25.0,24.443939208984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:39 2024,25.0,24.51812744140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:46 2024,25.0,24.53765869140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:45:54 2024,25.0,24.455169677734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:01 2024,25.0,24.500579833984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:08 2024,25.0,24.4239501953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:16 2024,25.0,24.3936767578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:23 2024,25.0,24.443939208984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:30 2024,25.0,24.45709228515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:38 2024,25.0,24.435638427734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:45 2024,25.0,24.474700927734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:46:53 2024,25.0,24.503021240234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:00 2024,25.0,24.533294677734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:08 2024,25.0,24.466339111328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:15 2024,25.0,24.53131103515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:22 2024,25.0,24.466339111328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:30 2024,25.0,24.50103759765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:37 2024,25.0,24.59869384765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:44 2024,25.0,24.45318603515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:52 2024,25.0,24.494232177734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:47:59 2024,25.0,24.500579833984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:07 2024,25.0,24.44000244140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:14 2024,25.0,24.483917236328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:22 2024,25.0,24.49029541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:29 2024,25.0,24.488311767578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:37 2024,25.0,24.507843017578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:44 2024,25.0,24.542510986328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Thu May 30 15:48:51 2024,25.0,24.596710205078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
