Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-006 reduxn rxn bp,inficon_gc,04276894-5206-40d1-9b92-3a6df5baf54e,1707415295.0184577,0.0,0,75.075,0,74.0925,52.95377731323242,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,86477b4f-0aed-44c7-87f1-ee90561e184b,1707415781.346736,0.0,0,75.075,0,74.0925,215.3987579345703,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,679c3017-3cbf-4280-9130-07ec5b2346a3,1707416268.5359995,0.0,0,75.075,0,74.0925,377.7672119140625,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,ee1f044e-29fa-49f9-b32b-e54327b46cab,1707416753.113377,0.0,0,75.075,0,74.0925,539.0473022460938,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,783b33a8-1e65-400a-8111-865f85e250dd,1707417238.0823374,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,914b14b5-a333-4c7f-bafc-7a237c1fe063,1707417723.1648836,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,0560468e-03b0-4dbf-92ad-aaa31389032e,1707418210.9097807,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-006 reduxn rxn bp,inficon_gc,746704e3-f8bf-415b-abf6-7e4b41b7f50a,1707420483.8259146,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-006 reduxn rxn bp,inficon_gc,78df3b2c-87c1-4d22-9cb0-f9bd73496695,1707420821.8319738,0.0,0,119.119,0,0.0,551.1932373046875,1.0,0.0,9,0,0,1,15
24-006 reduxn rxn bp,inficon_gc,ddfe846b-cbf2-4669-b90f-86be54bf1cd2,1707421155.7101436,0.0,0,119.119,0,0.0,551.1932373046875,1.0,0.0,9,0,0,1,15
24-006 reduxn rxn bp,inficon_gc,eaf4d71e-08bf-4834-8179-e3d0cb10ebc1,1707421493.9066763,0.0,0,119.119,0,0.0,551.1932373046875,1.0,0.0,9,0,0,1,15
