Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Thu Jun 20 15:57:54 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,73.68375,52.48127746582031,25.10272216796875,0.0,0,0,0,1,15.034833333333333
Thu Jun 20 15:58:02 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0775,52.4765625,25.08319091796875,0.0,0,0,0,1,15.034833333333333
Thu Jun 20 15:58:09 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.13374999999999,52.487815856933594,25.1544189453125,0.0,0,0,0,1,14.977333333333332
Thu Jun 20 15:58:17 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.13374999999999,52.48162841796875,25.28033447265625,0.0,0,0,0,1,14.977333333333332
Thu Jun 20 15:58:24 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.1075,52.471839904785156,25.41937255859375,0.0,0,0,0,1,14.997833333333332
Thu Jun 20 15:58:32 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08125,52.4788818359375,25.332550048828125,0.0,0,0,0,1,14.997833333333332
Thu Jun 20 15:58:39 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.08125,52.47270202636719,25.367156982421875,0.0,0,0,0,1,14.988333333333335
Thu Jun 20 15:58:46 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.07375,52.471763610839844,25.25885009765625,0.0,0,0,0,1,14.988333333333335
Thu Jun 20 15:58:53 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08125,52.477699279785156,25.382781982421875,0.0,0,0,0,1,14.991999999999999
Thu Jun 20 15:59:01 2024,24-050,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.0775,52.472328186035156,25.601837158203125,0.0,0,0,0,1,14.991999999999999
