Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-050,inficon_gc,7cc84b92-ddd2-47f3-ac65-2ad3163532e9,1718917466.5963857,0.0,0,75.075,0,74.0925,53.20338439941406,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,1461b975-bedb-4baf-b06e-f06c1527e204,1718917949.652724,0.0,0,75.075,0,74.0925,214.12889099121094,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,0863c91b-2eff-4788-b6d5-a8982cc04808,1718918431.7010152,0.0,0,75.075,0,74.0925,374.7283630371094,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,e62af132-0d4c-4b02-9d1f-b44772b57374,1718918914.8376963,0.0,0,75.075,0,74.0925,535.8072509765625,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,74718659-8b55-464b-87f5-5e4e44044e92,1718919396.8084457,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,53423c9a-5508-43bc-bfb7-d4f914c1c2fc,1718919880.2790751,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,e8c26d82-7aef-40da-b66d-e084e752e46b,1718920363.9185307,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-050,inficon_gc,7cbcba8c-63ac-4b08-93d4-32188fdea54d,1718922659.2185543,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,409db19a-4025-4e5a-9fb7-ccbb98358b01,1718923000.9002633,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,c753ef6c-894c-45b6-bbe2-8826800d4eaa,1718923334.329504,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,27a3cf2d-848a-4073-814b-aa8398018b05,1718923666.7362645,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,59052878-d526-4900-83f6-f1342fc48c3a,1718923999.474114,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,a6cab9b7-bd92-44db-8b15-772a4c2a657c,1718924331.2276475,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,0868ac41-cff2-49e3-928a-ec6ceae16c80,1718924663.2868629,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,717e5cac-41f4-4f61-8778-77c423c82ce7,1718924995.826719,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,9d57ab50-9b2a-4a0a-a4e3-57f035eae307,1718925328.3307962,0.0,0,119.119,0,0.0,553.355224609375,1.0,0.0,9,0,0,1,15
24-050,inficon_gc,e31417c8-756d-4d9f-8aad-79001c8985d4,1718925899.1384044,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,2,0,3,1,15
24-050,inficon_gc,ebd46601-a953-437c-a637-f0332be8493a,1718926241.2026975,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,2,0,3,1,15
24-050,inficon_gc,6dc5c3d4-87fd-4e1b-8e51-954394477363,1718926574.856524,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
24-050,inficon_gc,086b79b7-8243-4c66-8b71-4dd9fbe379af,1718926908.5811903,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,3,15
24-050,inficon_gc,d22a95c7-2cb8-460b-8f32-62c2fe0f8fbb,1718927242.0630517,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,4,15
24-050,inficon_gc,dffa0c70-60bc-4162-bd71-84a8e69becfd,1718927575.5476475,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,5,15
24-050,inficon_gc,0ebe5850-003a-4efc-9553-05a6a32c153d,1718927909.48089,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,6,15
24-050,inficon_gc,bf054eab-b51a-4820-8f0b-5b31190bf348,1718928242.8244922,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,1,15
24-050,inficon_gc,c2599a53-9a6e-4489-b3c2-1308dc0d85bf,1718928574.6794064,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
24-050,inficon_gc,9a528d6a-175d-4bb1-9fd2-1ff128b4c24b,1718928914.6480448,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,3,15
24-050,inficon_gc,744f6ca6-e2da-472c-9059-6d8c72ca80b4,1718929254.2058377,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,4,15
24-050,inficon_gc,93414f76-5b31-407c-9b2f-2c19b60e56b0,1718929593.792817,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,5,15
24-050,inficon_gc,481d03b6-1dbf-4371-90cc-0ad1e4dde2f7,1718929933.8427608,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,6,15
24-050,inficon_gc,9bea5d4e-b706-4cd9-9e21-f992c39c43ee,1718930264.9456894,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,1,15
24-050,inficon_gc,64a880bf-504d-4d04-a023-acabe31aadcf,1718930602.5152643,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
24-050,inficon_gc,3da49a9c-9aba-4ac9-a359-24b36d753129,1718930940.2122371,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,3,15
24-050,inficon_gc,fe856af4-e614-403f-82db-56b69814d7dc,1718931278.0715103,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,4,15
24-050,inficon_gc,6d55a3f4-34e0-4847-9d6b-a95272e70cf6,1718931615.8110023,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,5,15
24-050,inficon_gc,58d8dbc5-2cbd-4b12-afc9-02d37fcde45f,1718931955.7926338,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,6,15
24-050,inficon_gc,1d20e6b7-f8f5-4434-8a76-c829320dc119,1718932299.948433,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,1,15
24-050,inficon_gc,eac371b6-f144-43d4-8c24-dd30b9acb4aa,1718932639.9177628,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
24-050,inficon_gc,91273e5d-3919-4238-8c29-d59dfec0b45c,1718932979.3178904,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,3,15
24-050,inficon_gc,37716dde-60df-4d07-b4f4-8c675676db45,1718933319.356153,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,4,15
24-050,inficon_gc,ea318425-afba-40eb-8006-84b50e8f6551,1718933650.2990708,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,5,15
24-050,inficon_gc,d73b7167-c4b8-4cbc-bedc-5f377945982d,1718933988.1589293,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,6,15
24-050,inficon_gc,08e0dd2d-ecf9-44c4-8fee-33e06840217f,1718934325.8589473,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,1,15
24-050,inficon_gc,7ae9f01a-db11-496b-93b0-fe920c2f1fa2,1718934663.6914568,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
24-050,inficon_gc,6f578366-8f8f-484a-8c3e-b49f11d4270e,1718935001.728598,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,3,0,3,3,15
24-050,inficon_gc,145e95eb-6629-4b66-8f6c-e6dbd3194bd7,1718935333.288334,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,3,0,3,3,15
24-050,inficon_gc,0a03f836-2930-4596-984c-ebaebe32d9af,1718935664.674596,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,3,0,3,3,15
24-050,inficon_gc,0d62ca91-755b-49ea-9a62-d17d4eb3ea26,1718935997.5655048,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,4,15
24-050,inficon_gc,d4976e3d-3758-46f9-b59f-124f7ded08f7,1718936330.4554436,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,5,15
24-050,inficon_gc,5e7f3456-f820-41c0-8771-a143cfb2b93e,1718936670.0697823,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,6,15
24-050,inficon_gc,d10cd8d3-a3ac-4285-aa07-cb5aa2f27885,1718937009.7833123,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,1,15
24-050,inficon_gc,f0640b68-213f-4e84-bfc4-4b7f24cd3300,1718937349.357266,57.2025,0,75.075,0,0.0,553.355224609375,-1.0,0.0,1,0,3,2,15
