Time,1,2,3,4,5,6
Thu Jun 20 15:57:56 2024,15.053,15.025,15.034,15.031,15.027,15.039
Thu Jun 20 15:58:11 2024,15.006,14.839,15.005,15.004,15.005,15.005
Thu Jun 20 15:58:26 2024,14.995,14.998,14.998,14.996,14.998,15.002
Thu Jun 20 15:58:41 2024,14.989,14.98,14.99,14.99,14.99,14.991
Thu Jun 20 15:58:56 2024,14.994,14.978,14.994,14.995,14.995,14.996
Thu Jun 20 15:59:10 2024,14.997,14.998,14.998,14.999,14.998,14.999
Thu Jun 20 15:59:25 2024,14.998,14.999,14.996,14.997,14.999,14.993
Thu Jun 20 15:59:40 2024,15.002,14.908,15.0,14.996,15.004,15.008
Thu Jun 20 15:59:55 2024,15.006,14.902,15.0,14.999,15.002,14.997
Thu Jun 20 16:00:10 2024,15.02,14.973,15.0,14.999,14.999,14.998
Thu Jun 20 16:00:25 2024,15.002,15.009,15.0,15.001,15.0,15.001
Thu Jun 20 16:00:39 2024,14.998,15.0,15.002,15.001,14.998,15.001
Thu Jun 20 16:00:54 2024,15.003,14.997,15.001,15.0,14.998,15.0
Thu Jun 20 16:01:09 2024,15.006,14.997,15.0,15.0,14.999,15.002
Thu Jun 20 16:01:24 2024,14.998,15.022,15.0,15.0,14.998,14.999
Thu Jun 20 16:01:39 2024,14.998,15.022,15.0,15.0,14.998,14.998
Thu Jun 20 16:01:54 2024,14.997,15.0,14.998,15.001,15.002,14.998
Thu Jun 20 16:02:08 2024,14.998,15.0,15.0,15.001,14.999,15.001
Thu Jun 20 16:02:23 2024,15.0,14.999,15.0,14.998,15.0,15.002
Thu Jun 20 16:02:38 2024,15.0,15.052,15.001,15.0,15.002,15.002
Thu Jun 20 16:02:53 2024,14.997,14.912,15.001,15.0,14.999,15.002
Thu Jun 20 16:03:08 2024,14.997,15.0,15.0,15.0,14.998,15.003
Thu Jun 20 16:04:33 2024,15.003,15.0,14.999,14.999,15.0,15.001
Thu Jun 20 16:04:52 2024,14.997,15.0,15.0,15.0,14.998,15.005
Thu Jun 20 16:05:11 2024,15.002,15.002,15.001,15.001,15.001,14.998
Thu Jun 20 16:05:30 2024,14.997,14.999,15.0,15.0,14.999,15.002
Thu Jun 20 16:05:49 2024,15.0,15.001,15.0,15.0,15.0,15.0
Thu Jun 20 16:06:08 2024,14.997,14.998,14.998,14.999,15.0,14.998
Thu Jun 20 16:06:27 2024,15.002,14.998,15.0,14.999,15.0,15.001
Thu Jun 20 16:06:46 2024,15.0,15.0,15.0,15.002,15.0,14.999
Thu Jun 20 16:07:05 2024,15.0,14.999,15.0,15.0,15.001,15.001
Thu Jun 20 16:07:24 2024,15.002,15.0,15.003,15.0,14.999,14.999
Thu Jun 20 16:07:43 2024,15.002,14.998,14.999,15.0,15.001,15.001
Thu Jun 20 16:08:02 2024,14.998,15.0,14.999,15.002,15.0,15.001
Thu Jun 20 16:08:21 2024,15.003,14.999,14.998,15.0,15.001,14.999
Thu Jun 20 16:08:40 2024,14.998,15.001,14.997,14.999,15.0,15.004
Thu Jun 20 16:08:59 2024,15.002,15.0,15.002,14.999,15.0,15.0
Thu Jun 20 16:09:18 2024,15.0,15.003,15.002,15.0,15.003,15.0
Thu Jun 20 16:09:37 2024,15.0,15.0,15.001,15.002,15.001,15.002
Thu Jun 20 16:09:56 2024,14.998,15.0,15.002,15.0,14.999,15.0
Thu Jun 20 16:10:15 2024,15.0,15.0,15.0,15.0,15.002,14.999
Thu Jun 20 16:10:34 2024,15.0,15.002,15.001,15.0,15.0,14.998
Thu Jun 20 16:10:53 2024,14.998,14.999,14.998,14.999,15.0,15.0
Thu Jun 20 16:11:11 2024,15.0,15.001,15.0,14.997,15.0,14.999
Thu Jun 20 16:12:36 2024,14.998,15.001,15.0,14.999,15.0,14.997
Thu Jun 20 16:12:55 2024,15.002,15.0,14.999,14.998,14.999,14.998
Thu Jun 20 16:13:14 2024,15.003,14.999,14.996,15.0,15.0,15.002
Thu Jun 20 16:13:33 2024,15.0,15.0,14.999,14.999,15.001,14.999
Thu Jun 20 16:13:52 2024,15.002,14.999,15.0,14.999,15.0,15.002
Thu Jun 20 16:14:11 2024,15.002,15.002,14.998,15.0,15.0,15.002
Thu Jun 20 16:14:30 2024,15.002,15.0,15.003,14.999,14.999,14.996
Thu Jun 20 16:14:49 2024,15.002,14.999,15.0,14.999,15.002,15.0
Thu Jun 20 16:15:08 2024,15.0,14.998,15.0,14.999,14.998,15.005
Thu Jun 20 16:15:27 2024,15.0,15.001,15.0,15.0,15.001,14.997
Thu Jun 20 16:15:46 2024,14.998,15.0,15.0,15.0,14.999,14.998
Thu Jun 20 16:16:05 2024,15.0,15.002,14.999,14.998,15.002,15.003
Thu Jun 20 16:16:24 2024,14.998,15.001,15.0,15.001,15.002,15.002
Thu Jun 20 16:16:43 2024,15.0,15.0,15.003,15.0,15.001,14.996
Thu Jun 20 16:17:01 2024,15.003,15.0,15.0,15.0,15.0,14.999
Thu Jun 20 16:17:20 2024,15.002,15.002,14.998,15.002,15.0,15.002
Thu Jun 20 16:17:39 2024,15.0,15.001,15.001,15.002,15.001,15.0
Thu Jun 20 16:17:58 2024,15.0,14.999,15.002,15.0,15.0,14.999
Thu Jun 20 16:18:17 2024,15.003,15.001,15.0,15.0,15.0,15.002
Thu Jun 20 16:18:36 2024,14.998,15.0,14.997,15.001,15.0,15.002
Thu Jun 20 16:18:55 2024,14.998,15.001,15.0,15.002,15.0,14.998
Thu Jun 20 16:19:14 2024,14.998,15.0,14.999,15.0,14.998,15.0
Thu Jun 20 16:20:38 2024,15.0,15.0,14.999,15.0,14.998,14.998
Thu Jun 20 16:20:57 2024,15.0,15.0,15.001,14.999,15.002,15.001
Thu Jun 20 16:21:16 2024,15.0,15.002,15.001,15.0,15.0,15.001
Thu Jun 20 16:21:35 2024,14.998,15.0,15.002,14.999,15.0,15.001
Thu Jun 20 16:21:54 2024,14.998,14.998,15.0,15.002,15.0,15.0
Thu Jun 20 16:22:13 2024,15.0,15.001,15.001,15.0,15.0,15.003
Thu Jun 20 16:22:32 2024,15.003,15.0,15.0,15.0,14.998,15.001
Thu Jun 20 16:22:51 2024,14.998,14.999,15.0,15.0,14.999,15.0
Thu Jun 20 16:23:10 2024,15.0,14.998,15.001,15.002,14.999,15.0
Thu Jun 20 16:23:29 2024,15.002,15.001,15.0,15.002,15.0,14.999
Thu Jun 20 16:23:48 2024,15.0,15.0,15.0,14.999,14.999,15.0
Thu Jun 20 16:24:07 2024,15.002,15.0,15.002,14.999,15.0,15.0
Thu Jun 20 16:24:26 2024,15.002,15.002,15.0,15.0,15.0,15.001
Thu Jun 20 16:24:45 2024,15.002,15.002,15.0,15.003,14.998,14.998
Thu Jun 20 16:25:04 2024,15.002,14.998,14.998,15.001,14.998,15.004
Thu Jun 20 16:25:23 2024,15.0,15.0,14.998,14.999,14.999,15.002
Thu Jun 20 16:25:42 2024,15.003,15.0,15.0,15.001,15.001,15.0
Thu Jun 20 16:26:01 2024,15.002,14.999,14.998,14.999,15.0,15.0
Thu Jun 20 16:26:20 2024,15.0,15.002,14.998,15.0,15.0,15.002
Thu Jun 20 16:26:39 2024,15.0,14.998,15.0,15.0,15.001,14.999
Thu Jun 20 16:26:58 2024,15.0,14.999,15.0,14.999,14.999,14.999
Thu Jun 20 16:27:17 2024,14.998,15.0,15.001,15.002,14.999,15.0
Thu Jun 20 16:28:42 2024,15.002,15.002,15.0,15.0,15.0,14.998
Thu Jun 20 16:29:00 2024,14.998,15.002,14.999,14.999,15.0,14.999
Thu Jun 20 16:29:19 2024,15.0,15.001,14.998,14.999,15.0,15.0
Thu Jun 20 16:29:38 2024,14.997,15.0,15.0,15.001,15.002,15.004
