Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-023,inficon_gc,f513c55c-48a8-4692-9927-55ce89120fac,1712171233.2315497,0.0,0,75.075,0,74.0925,53.1666374206543,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,33c55a09-3bf2-4f4f-8d8d-878bfa5f349b,1712171719.0044863,0.0,0,75.075,0,74.0925,215.08580017089844,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,166dffb0-41e0-44e4-86de-ca2841c250db,1712172203.5024927,0.0,0,75.075,0,74.0925,376.3720397949219,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,3d67c7bc-aed0-462c-8177-13c6324128c8,1712172690.4604645,0.0,0,75.075,0,74.0925,538.88232421875,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,abbd52d1-095b-413c-ac1b-159753f92812,1712173175.1233413,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,f37d3499-cbc8-4962-86aa-67b5093e9102,1712173662.8933265,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,648808a1-04c7-445f-aeca-d87b609b0b0b,1712174147.5402777,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-023,inficon_gc,381ce126-0cd5-4cd3-9598-6128dacd949c,1712176419.7910724,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,68e5c50f-0799-4c04-b135-1f757c69abd4,1712176758.4431198,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,e9d3d0d2-e819-4156-ba18-2de852c6eb07,1712177092.2562237,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,57c4970e-de84-4b12-98a8-947264771cc4,1712177430.5668874,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,303615f9-a30a-49b4-a6df-714a94559fb5,1712177763.6814775,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,29657563-4431-43d9-a12d-227b866f0f38,1712178103.0831013,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,4065daa2-7c06-4811-98f5-8346fff7f8ea,1712178436.7376359,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,ba836c6b-70d9-4c04-8779-c850f2f842a7,1712178775.5397294,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
24-023,inficon_gc,6b1985c9-847c-427c-96a2-302b9bbf6693,1712179109.1084142,0.0,0,119.119,0,0.0,550.8472900390625,1.0,0.0,9,0,0,1,15
