Time,Current SP,R1,R2,R3,R4,R5,R6
Wed Apr  3 14:00:42 2024,25.0,24.913787841796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:00:49 2024,25.0,24.95965576171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:00:57 2024,25.0,24.926971435546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:04 2024,25.0,24.892303466796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:12 2024,25.0,24.914276123046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:19 2024,25.0,25.176422119140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:27 2024,25.0,25.071014404296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:34 2024,25.0,25.2608642578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:42 2024,25.0,25.541839599609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:49 2024,25.0,25.873504638671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:01:56 2024,25.0,26.4039306640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:04 2024,25.0,27.13623046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:11 2024,25.0,27.714752197265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:19 2024,25.0,28.219482421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:26 2024,25.0,28.556182861328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:33 2024,25.0,28.77069091796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:41 2024,25.0,28.80084228515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:48 2024,25.0,28.759490966796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:02:56 2024,25.0,28.653472900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:03 2024,25.0,28.618408203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:11 2024,25.0,28.651031494140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:18 2024,25.0,28.573699951171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:26 2024,25.0,28.386871337890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:33 2024,25.0,28.28131103515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:41 2024,25.0,28.2667236328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:48 2024,25.0,28.22149658203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:03:56 2024,25.0,28.1510009765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:03 2024,25.0,27.8914794921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:11 2024,25.0,27.63153076171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:18 2024,25.0,27.653472900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:25 2024,25.0,27.466461181640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:33 2024,25.0,27.46063232421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:40 2024,25.0,27.28973388671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:48 2024,25.0,27.2205810546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:04:55 2024,25.0,27.32830810546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:02 2024,25.0,27.1231689453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:10 2024,25.0,27.2205810546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:17 2024,25.0,27.097900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:25 2024,25.0,26.9853515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:32 2024,25.0,26.965850830078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:40 2024,25.0,26.843536376953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:48 2024,25.0,26.854766845703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:05:56 2024,27.58678913116455,26.748565673828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:06:02 2024,29.545244057973225,26.674957275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:06:07 2024,31.494615077972412,26.668121337890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Apr  3 14:06:13 2024,33.43635646502177,26.620880126953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
