Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Aug 13 11:15:03 2024,25.0,23.503753662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:10 2024,25.0,23.449493408203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:18 2024,25.0,23.492523193359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:25 2024,25.0,23.412353515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:33 2024,25.0,23.518890380859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:40 2024,25.0,23.47100830078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:48 2024,25.0,23.44024658203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:15:55 2024,25.0,23.449066162109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:03 2024,25.0,23.5428466796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:11 2024,25.0,23.416778564453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:19 2024,25.0,23.4920654296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:26 2024,25.0,23.499359130859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:34 2024,25.0,23.53448486328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:41 2024,25.0,23.5604248046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:49 2024,25.0,23.55450439453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:16:56 2024,25.0,23.454345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:04 2024,25.0,23.521331787109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:11 2024,25.0,23.475860595703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:20 2024,25.0,23.5843505859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:27 2024,25.0,23.547698974609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:35 2024,25.0,23.443603515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:42 2024,25.0,23.549652099609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:50 2024,25.0,23.497833251953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:17:57 2024,25.0,23.5975341796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:05 2024,25.0,23.50421142578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:12 2024,25.0,23.6351318359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:20 2024,25.0,23.54571533203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:28 2024,25.0,23.64984130859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:36 2024,25.0,23.53448486328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:43 2024,25.0,23.532989501953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:51 2024,25.0,23.52813720703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:18:58 2024,25.0,23.5823974609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:06 2024,25.0,23.556488037109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:13 2024,25.0,23.540435791015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:21 2024,25.0,23.501312255859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:28 2024,25.0,23.5032958984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:37 2024,25.0,23.47344970703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:44 2024,25.0,23.503753662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:52 2024,25.0,23.571197509765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:19:59 2024,25.0,23.549652099609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:07 2024,25.0,23.590728759765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:14 2024,25.0,23.496917724609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:22 2024,25.0,23.4813232421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:29 2024,25.0,23.5120849609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:38 2024,25.0,23.4749755859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:45 2024,25.0,23.529205322265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:20:53 2024,25.0,23.42950439453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:00 2024,25.0,23.4989013671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:08 2024,25.0,23.59271240234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:15 2024,25.0,23.614654541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:23 2024,25.0,23.568756103515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:30 2024,25.0,23.5667724609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:39 2024,25.0,23.59271240234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:46 2024,25.0,23.653289794921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:21:54 2024,25.0,23.5887451171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:22:01 2024,25.0,23.558441162109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Aug 13 11:22:09 2024,25.0,23.538909912109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
