Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Tue Jul  9 14:19:10 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,73.69125,51.85143280029297,24.67657470703125,0.0,0,0,0,1,14.963166666666668
Tue Jul  9 14:19:18 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.02499999999999,51.84986877441406,24.717559814453125,0.0,0,0,0,1,14.963166666666668
Tue Jul  9 14:19:25 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.05874999999999,51.84930419921875,24.52276611328125,0.0,0,0,0,1,15.00133333333333
Tue Jul  9 14:19:33 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.05874999999999,51.84733581542969,24.794219970703125,0.0,0,0,0,1,15.00133333333333
Tue Jul  9 14:19:40 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0625,51.850730895996094,24.685821533203125,0.0,0,0,0,1,14.985833333333332
Tue Jul  9 14:19:47 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.07375,51.843650817871094,24.735137939453125,0.0,0,0,0,1,14.985833333333332
Tue Jul  9 14:19:55 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.07375,51.84929656982422,24.65313720703125,0.0,0,0,0,1,15.000833333333333
Tue Jul  9 14:20:02 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.10374999999999,51.85107421875,24.57501220703125,0.0,0,0,0,1,15.000833333333333
Tue Jul  9 14:20:09 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.1375,51.84929656982422,24.724884033203125,0.0,0,0,0,1,15.0025
Tue Jul  9 14:20:17 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.17500000000001,51.84888458251953,24.807373046875,0.0,0,0,0,1,15.0025
Tue Jul  9 14:20:24 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.16,51.847591400146484,24.744384765625,0.0,0,0,0,1,14.999333333333333
Tue Jul  9 14:20:32 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.13,51.850257873535156,24.65557861328125,0.0,0,0,0,1,14.999333333333333
Tue Jul  9 14:20:39 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.12625,51.848289489746094,24.61651611328125,0.0,0,0,0,1,14.9975
Tue Jul  9 14:20:47 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.10374999999999,51.85114288330078,24.702911376953125,0.0,0,0,0,1,14.9975
Tue Jul  9 14:20:54 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,51.8476448059082,24.57891845703125,0.0,0,0,0,1,15.0005
Tue Jul  9 14:21:02 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.09625,51.84960174560547,24.622344970703125,0.0,0,0,0,1,15.0005
Tue Jul  9 14:21:09 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08500000000001,51.84791564941406,24.53936767578125,0.0,0,0,0,1,14.996333333333334
Tue Jul  9 14:21:16 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.09,0.0,74.09625,51.84477233886719,24.60284423828125,0.0,0,0,0,1,14.996333333333334
Tue Jul  9 14:21:24 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08875,51.845863342285156,24.713165283203125,0.0,0,0,0,1,15.000499999999997
Tue Jul  9 14:21:31 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.08500000000001,51.84781265258789,24.60284423828125,0.0,0,0,0,1,15.000499999999997
Tue Jul  9 14:21:38 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.07375,51.8463249206543,24.683380126953125,0.0,0,0,0,1,15.0005
Tue Jul  9 14:21:46 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0925,51.850914001464844,24.59649658203125,0.0,0,0,0,1,15.0005
Tue Jul  9 14:21:53 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.07375,51.850982666015625,24.659454345703125,0.0,0,0,0,1,15.000166666666665
Tue Jul  9 14:22:01 2024,24-055,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08125,51.84770965576172,24.59893798828125,0.0,0,0,0,1,15.000166666666665
