Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Thu Feb  1 00:10:26 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,60.950624999999995,0.0,75.07124999999999,0.0,0.0,104.89486694335938,81.75192260742188,0.0,0,0,0,1,14.966166666666666
Thu Feb  1 00:11:52 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.178125,0.0,75.07875,0.0,0.0,103.94120788574219,80.84027099609375,0.0,1,0,0,1,14.993833333333333
Thu Feb  1 00:12:01 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.189375000000005,0.0,75.07875,0.0,0.0,103.83712768554688,80.72463989257812,0.0,1,0,0,1,14.993833333333333
Thu Feb  1 00:12:11 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.1875,0.0,75.07875,0.0,0.0,103.74235534667969,80.57928466796875,0.0,1,0,0,1,15.004166666666665
Thu Feb  1 00:12:21 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.1875,0.0,75.07124999999999,0.0,0.0,103.62566375732422,80.46334838867188,0.0,1,0,0,1,15.004166666666665
Thu Feb  1 00:12:30 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.18375,0.0,75.07875,0.0,0.0,103.53112030029297,80.3411865234375,0.0,1,0,0,1,14.997
Thu Feb  1 00:12:40 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.19125,0.0,75.08624999999999,0.0,0.0,103.42374420166016,80.27816772460938,0.0,1,0,0,1,14.997
Thu Feb  1 00:12:49 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.1875,0.0,75.06375,0.0,0.0,103.31111907958984,80.18377685546875,0.0,1,0,0,1,14.995
Thu Feb  1 00:12:59 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.18375,0.0,75.07875,0.0,0.0,103.19914245605469,79.98129272460938,0.0,1,0,0,1,14.995
Thu Feb  1 00:13:08 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.189375000000005,0.0,75.0675,0.0,0.0,103.10305786132812,79.97506713867188,0.0,1,0,0,1,14.971166666666667
Thu Feb  1 00:13:18 2024,24-003-03 bp,57.2025,0,75.075,0,0,25.0,-1.0,0.0,3,0,0,1,15,57.1875,0.0,75.075,0.0,0.0,102.99887084960938,79.81930541992188,0.0,1,0,0,1,14.971166666666667
