Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-003-03 bp,inficon_gc,382485af-6bee-4a30-b424-25d21c88f013,1706767907,57.2025,0,75.075,0,0,25,-1,0,3,0,0,1,15
24-003-03 bp,inficon_gc,9af42faf-403e-43cb-82cc-32886310df9a,1706768241,57.2025,0,75.075,0,0,25,-1,0,3,0,0,1,15
24-003-03 bp,inficon_gc,4bc5c7b6-33e0-416f-a7cb-60ca6f40af81,1706768573,57.2025,0,75.075,0,0,25,-1,0,3,0,0,1,15
24-003-03 bp,inficon_gc,0b88b988-0b6d-41ae-9361-0e8806d00dc0,1706768988,57.2025,0,75.075,0,0,25,-1,0,3,0,3,1,15
24-003-03 bp,inficon_gc,784bf588-db44-4fdc-944a-0b9b976329f9,1706769322,57.2025,0,75.075,0,0,25,-1,0,3,0,3,1,15
24-003-03 bp,inficon_gc,32961073-e17b-42a2-b894-41949bac7ba9,1706769655,57.2025,0,75.075,0,0,25,-1,0,3,0,3,1,15
24-003-03 bp,inficon_gc,abf43ac7-1ca7-47f7-8529-556dd5386baa,1706769988,57.2025,0,75.075,0,0,25,-1,0,3,0,3,2,15
24-003-03 bp,inficon_gc,2497d9e7-d9b6-4f15-8f08-77ed8217f5ea,1706770322,57.2025,0,75.075,0,0,25,-1,0,3,0,3,2,15
24-003-03 bp,inficon_gc,1bdfaeb3-a86c-4d98-b5c7-a4e23024ab54,1706770655,57.2025,0,75.075,0,0,25,-1,0,3,0,3,2,15
24-003-03 bp,inficon_gc,c852d517-eacd-48ad-b7cc-29bd7b0af9bf,1706770988,57.2025,0,75.075,0,0,25,-1,0,3,0,3,3,15
24-003-03 bp,inficon_gc,7a9a2924-043c-4d7c-9ad6-5e449aa38bd5,1706771321,57.2025,0,75.075,0,0,25,-1,0,3,0,3,3,15
24-003-03 bp,inficon_gc,150dbc27-7143-42e0-9452-1349ab575565,1706771654,57.2025,0,75.075,0,0,25,-1,0,3,0,3,3,15
24-003-03 bp,inficon_gc,ebffc0f8-71fd-4806-91a3-14ff98a8cb6f,1706771987,57.2025,0,75.075,0,0,25,-1,0,3,0,3,4,15
24-003-03 bp,inficon_gc,2540119a-b8bd-4e5b-a8a4-15984d7d5725,1706772319,57.2025,0,75.075,0,0,25,-1,0,3,0,3,4,15
24-003-03 bp,inficon_gc,79bed6b9-02b4-466c-b556-d4d2140238b4,1706772652,57.2025,0,75.075,0,0,25,-1,0,3,0,3,4,15
24-003-03 bp,inficon_gc,6426c44b-b089-4125-85e9-8265e41c9221,1706772985,57.2025,0,75.075,0,0,25,-1,0,3,0,3,5,15
24-003-03 bp,inficon_gc,9ff0a287-bd83-4787-9c42-f5f3dc04886f,1706773319,57.2025,0,75.075,0,0,25,-1,0,3,0,3,5,15
24-003-03 bp,inficon_gc,caa660b0-d595-433d-8fca-ab7af9a4ac35,1706773651,57.2025,0,75.075,0,0,25,-1,0,3,0,3,5,15
24-003-03 bp,inficon_gc,aff0d612-2886-42d1-bbae-fbb69ee7c94b,1706773984,57.2025,0,75.075,0,0,25,-1,0,3,0,3,6,15
24-003-03 bp,inficon_gc,fd34ed1d-a284-4c15-b22b-a3fc46423770,1706774318,57.2025,0,75.075,0,0,25,-1,0,3,0,3,6,15
24-003-03 bp,inficon_gc,881138cb-15e7-4990-861f-f8f6bd3ecdbd,1706774651,57.2025,0,75.075,0,0,25,-1,0,3,0,3,6,15
24-003-02 rxn bp,inficon_gc,fa4ccd61-ea97-4a68-aace-a68b029a3784,1706739937,0,0,119.119,0,0,550,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,64329852-f1ca-4d98-9114-904778590751,1706740269,0,0,119.119,0,0,550,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,915e3006-d76f-4f27-8003-40ce03f321e3,1706740605,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,2b25bbf1-0686-4728-bf7c-94cfead56657,1706740938,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,39ddaa65-8b4a-42cc-858a-542d0719b9e1,1706741274,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,22a6e77a-df02-4c95-9107-d2c8a1e30637,1706741605,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,86a647a4-2b4f-425c-843f-a2e8d5fc3c07,1706741939,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,a30c7f5d-9391-4852-818d-97bcb1aae230,1706742271,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,fb376d0b-3699-45e8-89a2-4caeefce6ed2,1706742603,0,0,119.119,0,0,554.8286133,1,0,9,0,0,1,15
24-003-02 rxn bp,inficon_gc,cf87fa39-05ab-47af-b52f-3e3235f556e9,1706743174,57.2025,0,75.075,0,0,554.8286133,-1,0,2,0,3,1,15
24-003-02 rxn bp,inficon_gc,7e91d8a0-f346-4c62-ad6b-376e8b14babb,1706743507,57.2025,0,75.075,0,0,554.8286133,-1,0,2,0,3,1,15
24-003-02 rxn bp,inficon_gc,d064792e-be6b-45f4-8f21-d0301ee491bd,1706743839,57.2025,0,75.075,0,0,554.8286133,-1,0,1,0,3,2,15
24-003-02 rxn bp,inficon_gc,e1b69b14-1d33-4f45-9d54-8b197177c69e,1706744177,57.2025,0,75.075,0,0,554.8286133,-1,0,1,0,3,3,15
