Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Jan 30 07:50:30 2024,25.0,26.618011474609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:50:36 2024,25.0,26.663726806640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:50:41 2024,25.0,26.6422119140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:50:47 2024,25.0,26.629119873046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:50:53 2024,25.0,26.55316162109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:50:59 2024,25.0,26.572662353515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:05 2024,25.0,26.559906005859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:11 2024,25.0,26.57501220703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:16 2024,25.0,26.639892578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:22 2024,25.0,26.613983154296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:28 2024,25.0,26.605255126953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:34 2024,25.0,26.637847900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:40 2024,25.0,26.6859130859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:45 2024,25.0,26.59014892578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:51 2024,25.0,26.59246826171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:51:57 2024,25.0,26.60760498046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:04 2024,25.0,26.47283935546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:10 2024,25.0,26.611663818359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:16 2024,25.0,26.5770263671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:23 2024,25.0,26.601226806640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:29 2024,25.0,26.635833740234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:34 2024,25.0,26.618377685546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:42 2024,25.0,26.668121337890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:48 2024,25.0,26.520904541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:52:53 2024,25.0,26.566253662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:01 2024,25.0,26.503082275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:07 2024,25.0,26.43585205078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:13 2024,25.0,26.507781982421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:20 2024,25.0,26.520904541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:26 2024,25.0,26.59686279296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:31 2024,25.0,26.646942138671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:39 2024,25.0,26.466766357421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:45 2024,25.0,26.505462646484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:50 2024,25.0,26.514495849609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:53:58 2024,25.0,26.5037841796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:04 2024,25.0,26.542755126953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:09 2024,25.0,26.54473876953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:17 2024,25.0,26.4815673828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:23 2024,25.0,26.564239501953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:29 2024,25.0,26.51251220703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jan 30 07:54:36 2024,25.0,26.465087890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
