,Unnamed: 0,Catalyst,Reaction,Tube,Date,Mass Catalyst,Mass Diluent,k_d,Y0,lifetime_yield,Y_pc,sqrtY0Y_pc,Pt,Sn,Ga,Fe,Cu,Ca,Mn,Zn
117,136,Pt1Sn4Fe1.5Ca2.5,24-055,5,2024-07-09,20.0,119.8,0.0009963495479422,0.297587181050125,298.677488904088,63.52352449490919,4.347848500673476,1,4.0,0.0,1.5,0.0,2.5,0,0
118,137,Pt1Sn3Ga0.5Fe0.5Cu2.5Ca3.5,24-055,6,2024-07-09,20.1,120.1,0.0005294658979466,0.3070669537979529,579.9560556945779,69.20590991562607,4.609864200017918,1,3.0,0.5,0.5,2.5,3.5,0,0
119,138,Pt1Sn5.5Ca4,24-056,1,2024-07-10,19.9,120.0,0.0008031475647486,0.2822092156911059,351.3790342866956,61.60248825351977,4.169507152487735,1,5.5,0.0,0.0,0.0,4.0,0,0
120,140,Pt1Sn3Ga1.5Fe3.5Cu1.5Ca4,24-056,3,2024-07-10,20.2,120.2,0.0014853077635171,0.1967654992393729,132.47456458010043,39.7237208449373,2.795757100268114,1,3.0,1.5,3.5,1.5,4.0,0,0
121,141,Pt1Sn1Ga1,24-056,4,2024-07-10,19.9,119.9,0.0028160215106806,0.3072078849866759,109.09287582552145,53.59446266438071,4.057664540363307,1,1.0,1.0,0.0,0.0,0.0,0,0
122,142,Pt1Sn4Ga4Fe1Ca1,24-056,5,2024-07-10,20.2,119.9,0.0010201205964673,0.2436849197966746,238.87854106715423,51.87523742538401,3.555448364332993,1,4.0,4.0,1.0,0.0,1.0,0,0
123,143,Pt1Sn4Ca4 (#3),24-056,6,2024-07-10,20.1,120.0,0.0008642719393734,0.2921081576840516,337.98176751615114,63.31278125849005,4.300486006403332,1,4.0,0.0,0.0,0.0,4.0,0,0
124,144,Pt1Sn8Fe1Ca1,24-058,1,2024-07-15,20.0,120.1,0.0008522420186767,0.2488549400479735,292.0003175088316,54.01313787299208,3.666256426818284,1,8.0,0.0,1.0,0.0,1.0,0,0
125,145,Pt1Sn1Fe1Ca4,24-058,2,2024-07-15,20.0,120.0,0.0011777015202828,0.3164594013345707,268.7093426342466,66.16032494682146,4.57570287767593,1,1.0,0.0,1.0,0.0,4.0,0,0
126,146,Pt1Sn4Ga4/Al2O3,24-058,3,2024-07-15,20.1,119.9,0.0010964792681972,0.276293263836421,251.98220509055812,58.30295399138429,4.0135661760564325,1,4.0,4.0,0.0,0.0,0.0,0,0
127,147,Pt1Fe4Cu4/Al2O3,24-058,4,2024-07-15,19.9,120.2,0.0056086291474079,0.1801401986835227,32.118400762292524,23.75923942972648,2.068814663385852,1,0.0,0.0,4.0,4.0,0.0,0,0
128,148,Pt1Sn1,24-058,5,2024-07-15,20.0,120.1,0.0030988750405075,0.2919294050208832,94.20496186676483,49.42580224301064,3.79853195872852,1,1.0,0.0,0.0,0.0,0.0,0,0
129,149,Pt1Ga1,24-058,6,2024-07-15,20.0,120.1,0.0029866038961447,0.2666596524759331,89.28524228477465,45.68549826717165,3.490340827356812,1,0.0,1.0,0.0,0.0,0.0,0,0
130,152,Pt1Cu8,24-061,3,2024-07-30,19.8,120.1,0.0041258135566344,0.3191812163446393,77.36200678079291,48.62170048629039,3.939433144750512,1,0.0,0.0,0.0,8.0,0.0,0,0
131,153,Pt1Ca1,24-061,4,2024-07-30,20.2,119.9,0.0063747933071267,0.1997423303142247,31.333146141526,24.54806585835153,2.21433689380234,1,0.0,0.0,0.0,0.0,1.0,0,0
132,154,Pt1Ga4Cu4,24-061,5,2024-07-30,20.0,119.8,0.0036003569313574,0.0704383093576932,19.5642572946608,11.319161037948826,0.892918006796026,1,0.0,4.0,0.0,4.0,0.0,0,0
133,155,Pt1Fe4,24-061,6,2024-07-30,19.9,119.8,0.0031128728178635,0.2670349955562012,85.78410079068843,45.14445011862095,3.4720524242604824,1,0.0,0.0,4.0,0.0,0.0,0,0
134,156,Pt1Sn1.5Ga0.5Fe0.5Cu6.5Ca2.5,24-064,1,2024-08-13,19.8,120.2,0.0015724112141431,0.3426731003059434,217.92842560759084,68.50441182821089,4.845061319096815,1,1.5,0.5,0.5,6.5,2.5,0,0
135,157,Pt1Sn1.5Ga0.5Fe0.5Cu6Ca3,24-064,2,2024-08-13,19.8,120.2,0.0009724635230228,0.331472799842797,340.85885176694325,70.95191481417794,4.849600999841449,1,1.5,0.5,0.5,6.0,3.0,0,0
136,158,Pt1Sn1Ga0.5Fe0.5Cu6Ca3,24-064,3,2024-08-13,20.0,120.2,0.0018146572679021,0.3309259133955904,182.3627630677429,64.38688709516613,4.615981956492746,1,1.0,0.5,0.5,6.0,3.0,0,0
137,159,Pt1Sn1Ga0.5Fe0.5Cu5.5Ca3.5,24-064,4,2024-08-13,20.0,119.8,0.0020783562265754,0.3255918083303773,156.65832650202785,61.52668093580522,4.475777396883694,1,1.0,0.5,0.5,5.5,3.5,0,0
138,160,Pt1Sn1Ga0.5Fe0.5Cu5.5Ca4,24-064,5,2024-08-13,19.8,120.2,0.002372343048107,0.3100795874874524,130.70604933585642,56.741303493973824,4.19455837733983,1,1.0,0.5,0.5,5.5,4.0,0,0
139,161,Pt1Sn1Ga0.5Fe1Cu5Ca4,24-064,6,2024-08-13,19.8,120.0,0.0014253880284035,0.323220341072288,226.75954521260627,65.69630937506878,4.6080780726242345,1,1.0,0.5,1.0,5.0,4.0,0,0
