Time,1,2,3,4,5,6
Fri Mar 15 11:11:45 2024,15.055,14.614,14.984,14.977,14.984,14.541
Fri Mar 15 11:12:00 2024,14.872,15.129,14.997,14.997,14.996,15.0
Fri Mar 15 11:12:14 2024,15.003,15.137,15.002,15.011,15.013,15.005
Fri Mar 15 11:12:29 2024,14.994,14.82,14.998,14.988,14.995,14.994
Fri Mar 15 11:12:44 2024,14.995,14.981,14.998,14.995,14.999,14.999
Fri Mar 15 11:12:59 2024,14.983,14.914,15.002,14.999,14.987,15.001
Fri Mar 15 11:13:14 2024,14.998,14.984,15.0,15.003,14.998,14.999
Fri Mar 15 11:13:29 2024,15.0,14.92,15.0,15.003,14.999,14.999
Fri Mar 15 11:13:43 2024,14.995,15.181,15.0,15.01,15.0,15.001
Fri Mar 15 11:13:58 2024,15.0,14.941,15.0,15.002,15.002,15.004
Fri Mar 15 11:14:13 2024,14.998,15.039,15.0,15.002,15.0,15.005
Fri Mar 15 11:14:28 2024,14.995,15.035,14.999,14.998,15.003,14.991
Fri Mar 15 11:14:43 2024,15.002,14.956,15.0,14.998,14.992,14.998
Fri Mar 15 11:14:58 2024,14.995,14.951,14.998,15.0,15.0,14.991
Fri Mar 15 11:15:12 2024,14.998,15.189,15.001,15.0,14.998,14.997
Fri Mar 15 11:15:27 2024,14.995,14.929,14.999,14.998,15.001,15.002
Fri Mar 15 11:15:42 2024,15.003,15.038,15.0,14.999,15.002,15.005
Fri Mar 15 11:15:57 2024,15.0,14.923,14.999,14.999,14.998,15.002
Fri Mar 15 11:16:12 2024,14.998,14.981,15.002,14.997,14.994,15.002
Fri Mar 15 11:16:27 2024,14.997,15.045,14.998,14.992,14.994,14.997
Fri Mar 15 11:16:41 2024,14.998,14.927,15.002,14.995,14.998,14.997
Fri Mar 15 11:16:57 2024,14.997,14.95,14.999,15.001,14.998,14.997
Fri Mar 15 11:18:22 2024,15.0,14.947,14.996,14.996,14.995,14.998
Fri Mar 15 11:18:41 2024,15.002,14.956,14.999,15.009,15.002,14.998
Fri Mar 15 11:19:00 2024,15.0,14.981,15.001,15.002,15.003,15.003
Fri Mar 15 11:19:19 2024,14.997,14.948,14.999,14.999,14.998,14.994
Fri Mar 15 11:19:38 2024,14.998,14.934,14.999,15.007,14.999,15.001
Fri Mar 15 11:19:57 2024,14.998,14.92,15.0,15.002,15.001,14.998
Fri Mar 15 11:20:16 2024,14.998,15.032,14.998,15.001,15.0,15.0
