Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Jul 16 17:49:02 2024,25.0,24.708282470703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:10 2024,25.0,24.778076171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:17 2024,25.0,24.67852783203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:24 2024,25.0,24.765411376953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:32 2024,25.0,24.780517578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:39 2024,25.0,24.728271484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:47 2024,25.0,24.708770751953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:49:54 2024,25.0,24.780517578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:02 2024,25.0,24.58428955078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:09 2024,25.0,24.691192626953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:17 2024,25.0,24.706329345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:24 2024,25.0,24.719482421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:31 2024,25.0,24.669708251953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:39 2024,25.0,24.754669189453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:46 2024,25.0,24.774200439453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:50:53 2024,25.0,24.793731689453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:01 2024,25.0,24.852294921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:08 2024,25.0,24.769775390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:16 2024,25.0,24.793731689453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:23 2024,25.0,24.717071533203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:31 2024,25.0,24.697540283203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:38 2024,25.0,24.910369873046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:46 2024,25.0,24.862548828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:51:53 2024,25.0,24.888885498046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:00 2024,25.0,24.90399169921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:07 2024,25.0,24.771240234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:15 2024,25.0,24.727813720703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:22 2024,25.0,24.782470703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:30 2024,25.0,24.815216064453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:37 2024,25.0,24.869354248046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:45 2024,25.0,24.810791015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:52:52 2024,25.0,24.847381591796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:00 2024,25.0,24.880096435546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:07 2024,25.0,24.723907470703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:14 2024,25.0,24.747344970703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:22 2024,25.0,24.792724609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:29 2024,25.0,24.725372314453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:36 2024,25.0,24.736114501953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:44 2024,25.0,24.822998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:51 2024,25.0,24.788330078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:53:59 2024,25.0,24.821044921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:07 2024,25.0,24.94500732421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:15 2024,27.555336395899456,24.829833984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:20 2024,29.494386831919353,24.827850341796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:26 2024,31.40994683901469,24.749755859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:32 2024,33.31911754608154,24.890838623046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:38 2024,35.24486986796061,24.832275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:43 2024,37.16719396909078,24.862548828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:49 2024,39.08958721160889,24.96014404296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:54:55 2024,41.025221029917404,24.95574951171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:01 2024,42.960877418518066,25.331024169921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:06 2024,44.873190244038895,25.808074951171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:12 2024,46.79882327715556,26.551025390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:18 2024,48.707965691884354,27.410797119140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:24 2024,50.633617003758744,28.371124267578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:29 2024,52.54258998235066,29.514251708984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:35 2024,54.46498052279155,30.83770751953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:41 2024,56.38062532742818,32.50848388671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:49 2024,58.939260482788086,34.89874267578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:55:54 2024,60.86156598726908,36.955596923828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:00 2024,62.700595696767174,38.905975341796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:08 2024,65.24939211209616,42.042266845703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:13 2024,67.171719789505,44.422943115234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:19 2024,69.02407368024191,46.888580322265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:27 2024,71.5660905043284,50.242828369140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:32 2024,73.48195139567056,53.12213134765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:38 2024,75.3508939743042,55.8736572265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:46 2024,77.91639550526938,59.85638427734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:51 2024,79.85181363423666,63.06927490234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:56:57 2024,81.72343118985495,66.37069702148438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:05 2024,84.30390747388205,70.93728637695312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:11 2024,86.26241493225098,74.16500854492188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:16 2024,88.11899820963541,77.35073852539062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:24 2024,90.6761794090271,81.80819702148438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:30 2024,92.6052536169688,85.30221557617188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:35 2024,94.4509464899699,88.64718627929688,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:43 2024,96.99635473887126,93.32757568359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:49 2024,98.91866072018941,96.75970458984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:57:54 2024,100.76430940628052,100.1778564453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:02 2024,103.29966219266255,104.84930419921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:07 2024,105.22204335530598,108.27450561523438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:13 2024,107.08447360992432,111.644287109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:21 2024,109.6197669506073,116.36849975585938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:27 2024,111.55885338783264,119.97695922851562,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:32 2024,113.43462498982747,123.5225830078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:40 2024,115.95995672543843,128.0384521484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:46 2024,117.89229075113933,131.37991333007812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:51 2024,119.7314129670461,134.70864868164062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:58:59 2024,122.26004838943481,139.29104614257812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:04 2024,124.195707877477,142.48577880859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:10 2024,126.01804113388062,145.84469604492188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:17 2024,128.54003675778705,150.24560546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:23 2024,130.47246583302814,153.57406616210938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:29 2024,132.30814305941266,156.57208251953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:36 2024,134.8368697166443,160.84490966796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:42 2024,136.7592134475708,164.02593994140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:48 2024,138.59487056732178,166.99896240234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 17:59:55 2024,141.15346368153888,171.02236938476562,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:01 2024,143.09907976786297,174.15969848632812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:07 2024,144.92839972178143,176.98538208007812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:14 2024,147.4770107269287,181.10662841796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:20 2024,149.4027880827586,184.16171264648438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:26 2024,151.25180164972943,187.09176635742188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:33 2024,153.78376865386963,190.88754272460938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:39 2024,155.7027212778727,193.81692504882812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:45 2024,157.6053109963735,196.53958129882812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:52 2024,160.13726607958475,200.49880981445312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:00:58 2024,162.06653833389282,203.23031616210938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:01:04 2024,163.90899658203125,206.13766479492188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:01:11 2024,166.44102891286215,209.62435913085938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:01:17 2024,168.3635107676188,212.45730590820312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jul 16 18:01:22 2024,170.22261730829874,214.98074340820312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
