Time,Current SP,R1,R2,R3,R4,R5,R6
Mon Feb 19 17:14:42 2024,25.0,22.026519775390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:14:49 2024,25.0,21.9674072265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:14:57 2024,25.0,21.945831298828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:04 2024,25.0,21.937042236328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:11 2024,25.0,22.022125244140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:19 2024,25.0,21.90631103515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:26 2024,25.0,21.934661865234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:34 2024,25.0,21.9937744140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:41 2024,25.0,21.9674072265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:48 2024,25.0,21.93902587890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:15:56 2024,25.0,21.97381591796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:03 2024,25.0,21.971405029296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:11 2024,25.0,21.895904541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:18 2024,25.0,21.98736572265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:26 2024,25.0,21.854339599609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:33 2024,25.0,21.98736572265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:41 2024,25.0,21.9090576171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:48 2024,25.0,22.0113525390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:16:55 2024,25.0,22.00457763671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:02 2024,25.0,21.863128662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:10 2024,25.0,21.976165771484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:17 2024,25.0,21.9630126953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:25 2024,25.0,21.892730712890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:32 2024,25.0,21.838409423828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:40 2024,25.0,21.930267333984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:47 2024,25.0,21.88909912109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:17:55 2024,25.0,21.851959228515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:18:02 2024,25.0,21.849578857421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Feb 19 17:18:09 2024,25.0,21.96502685546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
