Time,1,2,3,4,5,6
Mon Jul 15 14:37:48 2024,14.998,14.998,15.001,14.996,15.002,15.002
Mon Jul 15 14:38:07 2024,15.002,15.002,15.001,15.001,14.998,15.0
Mon Jul 15 14:38:22 2024,15.002,15.0,14.998,15.001,15.002,15.0
Mon Jul 15 14:38:37 2024,15.002,14.994,14.998,15.001,15.002,15.001
Mon Jul 15 14:38:52 2024,14.997,14.999,14.997,14.999,14.998,15.001
Mon Jul 15 14:39:06 2024,15.003,15.005,15.001,15.0,14.999,15.001
Mon Jul 15 14:39:21 2024,15.003,15.0,15.001,15.0,14.998,14.998
Mon Jul 15 14:39:36 2024,15.005,15.001,14.999,15.0,14.999,15.0
Mon Jul 15 14:39:51 2024,14.998,15.0,15.002,15.001,15.001,15.0
Mon Jul 15 14:40:06 2024,14.994,15.002,15.001,15.0,14.997,15.0
Mon Jul 15 14:40:21 2024,14.998,15.0,15.002,14.999,14.997,15.0
Mon Jul 15 14:40:36 2024,14.995,15.0,15.002,15.0,15.0,15.0
Mon Jul 15 14:40:50 2024,14.997,15.0,15.001,15.0,15.0,15.0
Mon Jul 15 14:41:05 2024,15.0,14.998,15.002,15.0,15.0,15.0
Mon Jul 15 14:41:20 2024,15.005,14.999,14.998,14.999,15.0,15.0
Mon Jul 15 14:41:35 2024,15.002,14.998,14.996,15.0,15.0,15.0
Mon Jul 15 14:41:50 2024,15.002,14.998,14.998,15.0,15.0,15.0
Mon Jul 15 14:42:05 2024,15.0,15.0,14.998,14.999,15.0,15.0
Mon Jul 15 14:42:20 2024,14.997,15.001,15.0,14.999,14.997,15.0
Mon Jul 15 14:42:34 2024,15.0,14.999,14.997,15.0,15.0,15.0
Mon Jul 15 14:42:49 2024,15.0,15.001,14.998,15.002,15.0,14.998
Mon Jul 15 14:43:04 2024,15.0,15.001,14.998,15.001,15.0,15.0
Mon Jul 15 14:43:19 2024,14.998,15.0,15.002,15.0,14.996,15.0
Mon Jul 15 14:43:34 2024,15.0,15.0,15.001,15.001,15.0,15.0
Mon Jul 15 14:43:49 2024,15.003,15.002,14.999,15.0,15.0,15.0
Mon Jul 15 14:44:03 2024,14.997,14.999,14.999,15.0,15.0,15.0
Mon Jul 15 14:44:18 2024,15.0,15.003,15.0,15.0,15.003,15.001
Mon Jul 15 14:44:33 2024,15.002,15.002,14.998,15.0,15.0,15.0
Mon Jul 15 14:44:48 2024,15.0,14.999,15.001,15.0,15.0,15.0
Mon Jul 15 14:45:03 2024,14.997,15.0,14.998,15.0,15.0,15.0
Mon Jul 15 14:45:18 2024,14.998,15.0,15.002,14.999,15.0,15.0
Mon Jul 15 14:45:33 2024,14.995,15.0,15.001,15.001,15.002,14.995
Mon Jul 15 14:45:47 2024,15.0,15.0,14.998,15.001,15.004,14.991
Mon Jul 15 14:46:02 2024,15.002,15.0,14.998,15.001,15.0,15.0
Mon Jul 15 14:46:17 2024,14.998,15.001,15.0,15.001,15.0,15.005
Mon Jul 15 14:46:32 2024,14.995,15.002,14.998,15.0,15.0,14.996
Mon Jul 15 14:46:47 2024,15.0,15.0,15.0,15.005,15.0,14.995
Mon Jul 15 14:47:02 2024,15.002,15.0,15.0,15.002,15.0,14.999
Mon Jul 15 14:47:17 2024,15.0,15.0,15.001,14.998,15.0,14.999
Mon Jul 15 14:47:31 2024,15.003,15.0,15.0,15.003,15.0,15.0
Mon Jul 15 14:47:46 2024,14.997,15.0,15.0,15.002,15.003,14.999
Mon Jul 15 14:48:01 2024,14.997,14.999,15.0,14.999,15.002,15.002
Mon Jul 15 14:48:16 2024,15.0,15.002,15.0,14.999,14.998,15.0
Mon Jul 15 14:48:31 2024,14.995,14.998,15.001,14.998,15.001,15.001
Mon Jul 15 14:48:46 2024,15.003,15.0,15.0,15.0,15.002,15.001
Mon Jul 15 14:49:01 2024,15.002,15.0,15.0,15.0,15.0,15.0
Mon Jul 15 14:49:16 2024,15.0,15.0,14.999,14.999,14.999,15.0
Mon Jul 15 14:49:30 2024,14.998,15.002,15.0,15.0,15.0,15.0
Mon Jul 15 14:49:45 2024,15.0,15.0,15.0,15.0,15.002,15.0
Mon Jul 15 14:50:00 2024,15.002,14.999,14.999,15.0,15.002,15.0
Mon Jul 15 14:50:15 2024,15.0,15.001,15.0,15.0,15.002,15.0
Mon Jul 15 14:50:30 2024,15.003,15.002,15.0,15.0,15.002,15.0
Mon Jul 15 14:50:45 2024,15.0,15.002,15.0,15.0,15.001,15.0
Mon Jul 15 14:51:00 2024,15.002,15.001,15.0,15.0,15.001,15.001
Mon Jul 15 14:51:15 2024,14.997,15.0,15.0,15.0,15.0,14.999
Mon Jul 15 14:51:29 2024,15.002,15.001,15.0,15.0,14.999,14.999
Mon Jul 15 14:51:44 2024,15.0,15.0,15.0,14.999,14.999,14.999
Mon Jul 15 14:51:59 2024,14.995,15.0,14.999,15.003,15.0,14.999
Mon Jul 15 14:52:14 2024,15.005,15.0,15.0,14.999,14.996,15.002
Mon Jul 15 14:52:29 2024,15.002,15.0,14.999,14.998,14.997,14.999
Mon Jul 15 14:52:44 2024,14.995,15.0,15.0,14.998,15.0,15.0
Mon Jul 15 14:52:59 2024,15.0,15.0,15.0,14.998,15.0,15.003
Mon Jul 15 14:53:14 2024,15.002,15.0,14.999,15.002,15.0,15.001
Mon Jul 15 14:53:28 2024,15.0,15.0,15.0,15.001,15.0,14.998
Mon Jul 15 14:53:43 2024,15.005,15.0,15.0,15.0,15.0,15.001
Mon Jul 15 14:53:58 2024,15.0,15.0,15.0,14.999,15.0,14.999
Mon Jul 15 14:54:13 2024,14.995,14.999,14.999,15.0,15.0,14.998
Mon Jul 15 14:54:28 2024,14.998,15.0,15.0,15.0,15.0,15.001
Mon Jul 15 14:54:43 2024,15.0,14.999,15.0,15.0,15.0,15.0
Mon Jul 15 14:54:58 2024,15.002,14.999,14.999,15.0,15.0,15.0
Mon Jul 15 14:55:12 2024,15.0,15.0,15.0,15.001,15.0,14.997
Mon Jul 15 14:55:27 2024,14.998,14.999,15.0,15.0,15.0,15.0
Mon Jul 15 14:55:42 2024,14.998,15.0,14.999,15.0,15.0,15.0
Mon Jul 15 14:55:57 2024,15.003,14.999,14.999,15.001,15.003,15.0
Mon Jul 15 14:56:12 2024,15.002,15.0,14.999,15.0,14.999,15.0
Mon Jul 15 14:56:27 2024,14.997,15.002,15.0,14.999,14.999,15.0
Mon Jul 15 14:56:42 2024,15.002,15.002,14.999,14.999,15.004,15.003
Mon Jul 15 14:56:57 2024,15.005,15.002,14.999,15.0,15.002,14.999
Mon Jul 15 14:57:12 2024,14.998,15.0,14.998,15.0,14.999,14.998
Mon Jul 15 14:57:26 2024,14.998,15.0,14.998,15.0,14.998,14.999
Mon Jul 15 14:57:41 2024,15.0,15.0,14.999,15.0,15.002,15.002
Mon Jul 15 14:57:56 2024,15.0,15.0,15.001,14.997,14.998,15.002
Mon Jul 15 14:58:11 2024,15.003,14.999,14.998,15.0,15.002,14.999
Mon Jul 15 14:58:26 2024,15.0,15.0,15.002,15.0,14.997,15.002
Mon Jul 15 14:58:41 2024,15.0,15.0,15.002,15.0,15.002,14.998
Mon Jul 15 14:58:56 2024,15.003,15.0,15.002,15.0,14.997,14.999
Mon Jul 15 14:59:10 2024,14.997,14.999,14.998,15.0,15.0,14.998
Mon Jul 15 14:59:25 2024,15.002,15.0,15.0,15.0,14.997,14.998
Mon Jul 15 14:59:40 2024,15.0,15.0,15.0,15.0,15.001,15.0
Mon Jul 15 14:59:55 2024,15.005,15.0,15.0,15.0,15.001,15.0
Mon Jul 15 15:00:10 2024,15.005,15.0,15.001,14.999,15.001,14.998
Mon Jul 15 15:00:25 2024,15.006,15.0,15.0,15.0,15.0,14.999
Mon Jul 15 15:00:40 2024,15.005,14.999,15.001,15.001,15.0,15.001
Mon Jul 15 15:00:55 2024,15.0,15.0,15.0,15.0,15.001,15.0
Mon Jul 15 15:01:09 2024,14.994,14.999,15.0,14.999,15.001,14.999
Mon Jul 15 15:01:24 2024,15.0,14.999,14.998,15.0,14.997,15.002
Mon Jul 15 15:01:39 2024,15.0,15.003,14.999,15.0,15.0,14.999
Mon Jul 15 15:01:54 2024,15.003,15.002,15.0,15.0,15.0,14.999
Mon Jul 15 15:02:09 2024,15.0,14.999,15.0,14.998,15.0,15.001
Mon Jul 15 15:02:24 2024,14.997,14.999,15.0,15.0,15.0,14.999
Mon Jul 15 15:02:39 2024,15.003,14.998,15.0,15.001,14.999,15.001
Mon Jul 15 15:02:53 2024,15.005,14.999,15.0,15.002,15.001,15.0
Mon Jul 15 15:03:08 2024,14.998,14.999,15.001,15.0,15.0,14.999
Mon Jul 15 15:03:23 2024,15.0,14.998,15.0,14.999,15.0,14.999
Mon Jul 15 15:03:38 2024,14.995,15.003,15.0,15.0,14.999,14.998
Mon Jul 15 15:03:53 2024,15.002,15.001,15.0,15.0,15.005,15.002
Mon Jul 15 15:04:07 2024,14.998,15.002,15.0,15.0,15.0,14.998
Mon Jul 15 15:04:22 2024,15.003,15.002,15.0,15.001,15.001,15.002
Mon Jul 15 15:04:37 2024,14.998,15.002,15.001,15.0,15.0,14.998
Mon Jul 15 15:04:52 2024,14.995,15.002,15.0,15.0,14.999,15.002
Mon Jul 15 15:05:07 2024,14.928,15.001,15.0,15.001,14.999,14.996
