Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Mon Feb 12 16:34:33 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,73.70625000000001,51.064537048339844,23.3675537109375,0.0,0,0,0,1,14.558333333333335
Mon Feb 12 16:34:41 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.02875,51.06501007080078,23.489654541015625,0.0,0,0,0,1,14.558333333333335
Mon Feb 12 16:34:48 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.05125,51.0605354309082,23.48565673828125,0.0,0,0,0,1,14.977833333333335
Mon Feb 12 16:34:56 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.07,51.06340026855469,23.533538818359375,0.0,0,0,0,1,14.977833333333335
Mon Feb 12 16:35:03 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.07,51.06911087036133,23.602935791015625,0.0,0,0,0,1,14.952166666666665
Mon Feb 12 16:35:11 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.0775,51.05970001220703,23.506805419921875,0.0,0,0,0,1,14.952166666666665
Mon Feb 12 16:35:18 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.11125000000001,51.06338882446289,23.448150634765625,0.0,0,0,0,1,15.056333333333335
Mon Feb 12 16:35:26 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.14125,51.06396484375,23.4241943359375,0.0,0,0,0,1,15.056333333333335
Mon Feb 12 16:35:33 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.17125,51.066429138183594,23.39190673828125,0.0,0,0,0,1,15.0085
Mon Feb 12 16:35:41 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.15625,51.069190979003906,23.537933349609375,0.0,0,0,0,1,15.0085
Mon Feb 12 16:35:48 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.1075,51.06776428222656,23.51202392578125,0.0,0,0,0,1,14.997833333333332
Mon Feb 12 16:35:56 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.11875,51.07154846191406,23.502838134765625,0.0,0,0,0,1,14.997833333333332
Mon Feb 12 16:36:03 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.11125000000001,51.070350646972656,23.5830078125,0.0,0,0,0,1,15.025999999999998
Mon Feb 12 16:36:11 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.09,0.0,74.09625,51.06718826293945,24.075927734375,0.0,0,0,0,1,15.025999999999998
Mon Feb 12 16:36:18 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08500000000001,51.07274627685547,24.519287109375,0.0,0,0,0,1,15.012833333333335
Mon Feb 12 16:36:26 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.0775,51.07129669189453,25.01617431640625,0.0,0,0,0,1,15.012833333333335
Mon Feb 12 16:36:33 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0925,51.076168060302734,25.40655517578125,0.0,0,0,0,1,15.026000000000002
Mon Feb 12 16:36:40 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08875,51.07222366333008,25.67645263671875,0.0,0,0,0,1,15.026000000000002
Mon Feb 12 16:36:48 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0925,51.073097229003906,25.758880615234375,0.0,0,0,0,1,14.993833333333333
Mon Feb 12 16:36:55 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,51.076210021972656,25.926483154296875,0.0,0,0,0,1,14.993833333333333
Mon Feb 12 16:37:02 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08875,51.08006286621094,25.826171875,0.0,0,0,0,1,15.053000000000003
Mon Feb 12 16:37:10 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0925,51.08013153076172,25.8798828125,0.0,0,0,0,1,15.053000000000003
Mon Feb 12 16:37:17 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08500000000001,51.07663345336914,25.858428955078125,0.0,0,0,0,1,14.974333333333332
Mon Feb 12 16:37:25 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.0925,51.07322692871094,25.81939697265625,0.0,0,0,0,1,14.974333333333332
Mon Feb 12 16:37:32 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08500000000001,51.066959381103516,25.7286376953125,0.0,0,0,0,1,14.9895
Mon Feb 12 16:37:40 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.07375,51.071266174316406,25.646209716796875,0.0,0,0,0,1,14.9895
Mon Feb 12 16:37:47 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08500000000001,51.06806182861328,25.511627197265625,0.0,0,0,0,1,14.987333333333334
Mon Feb 12 16:37:55 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,51.06093215942383,25.496490478515625,0.0,0,0,0,1,14.987333333333334
Mon Feb 12 16:38:02 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0925,51.062713623046875,25.4490966796875,0.0,0,0,0,1,15.049666666666667
Mon Feb 12 16:38:10 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08125,51.06731414794922,25.318450927734375,0.0,0,0,0,1,15.049666666666667
Mon Feb 12 16:38:17 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08875,51.06174850463867,25.29217529296875,0.0,0,0,0,1,15.024166666666666
Mon Feb 12 16:38:25 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08500000000001,51.0682373046875,25.149200439453125,0.0,0,0,0,1,15.024166666666666
Mon Feb 12 16:38:32 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,51.067283630371094,25.068695068359375,0.0,0,0,0,1,15.000333333333332
Mon Feb 12 16:38:40 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08500000000001,51.07173156738281,24.990631103515625,0.0,0,0,0,1,15.000333333333332
Mon Feb 12 16:38:47 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.0925,51.06571578979492,24.962738037109375,0.0,0,0,0,1,15.068166666666668
Mon Feb 12 16:38:55 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.0925,51.06581115722656,24.924102783203125,0.0,0,0,0,1,15.068166666666668
Mon Feb 12 16:39:02 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08125,51.066375732421875,24.86993408203125,0.0,0,0,0,1,14.999
Mon Feb 12 16:39:09 2024,24-007 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0925,51.0587043762207,24.818145751953125,0.0,0,0,0,1,14.999
