Time,1,2,3,4,5,6
Sun May 26 12:08:06 2024,14.756,15.495,14.997,14.97,14.963,14.351
Sun May 26 12:08:21 2024,15.117,15.157,14.998,15.003,15.003,15.009
Sun May 26 12:08:36 2024,15.009,14.921,14.999,15.002,15.012,14.996
Sun May 26 12:08:51 2024,15.017,15.063,14.999,15.009,15.0,14.994
Sun May 26 12:09:06 2024,14.998,15.24,15.004,15.005,15.002,15.005
Sun May 26 12:09:20 2024,15.003,15.002,15.004,15.003,15.005,15.003
Sun May 26 12:09:35 2024,14.992,14.967,15.0,14.992,14.998,14.998
Sun May 26 12:09:50 2024,15.003,14.999,15.0,15.004,15.0,15.006
Sun May 26 12:10:05 2024,15.017,15.0,15.0,15.003,15.002,15.002
Sun May 26 12:10:20 2024,14.995,14.999,15.001,15.006,14.998,14.995
Sun May 26 12:10:35 2024,15.0,14.999,14.998,15.005,14.998,14.996
Sun May 26 12:10:49 2024,15.005,15.0,14.999,15.008,15.0,15.002
Sun May 26 12:11:04 2024,15.0,15.002,15.0,15.003,15.0,15.001
Sun May 26 12:11:19 2024,15.002,14.998,14.998,14.997,14.998,14.999
Sun May 26 12:11:34 2024,14.997,14.999,15.0,14.991,15.002,15.001
Sun May 26 12:11:49 2024,14.992,14.999,14.998,14.997,15.001,15.0
Sun May 26 12:12:04 2024,14.998,15.0,14.998,15.005,14.999,15.0
Sun May 26 12:12:18 2024,15.005,15.0,15.001,15.002,15.001,15.001
Sun May 26 12:12:33 2024,15.0,14.999,15.001,14.993,14.999,15.0
Sun May 26 12:12:48 2024,15.002,15.001,15.0,15.002,15.002,14.998
Sun May 26 12:13:03 2024,15.009,15.001,15.002,15.005,15.002,14.998
Sun May 26 12:13:18 2024,14.992,15.0,15.002,15.003,15.0,15.0
Sun May 26 12:14:43 2024,15.003,15.001,15.0,14.999,14.994,15.002
Sun May 26 12:15:02 2024,15.002,14.998,14.999,15.002,14.999,15.002
Sun May 26 12:15:21 2024,15.008,15.0,15.0,15.002,14.999,15.002
Sun May 26 12:15:40 2024,15.002,14.999,14.999,14.989,15.0,15.001
Sun May 26 12:15:59 2024,14.998,15.0,15.0,14.999,14.998,14.998
Sun May 26 12:16:18 2024,14.989,15.002,15.0,15.003,15.0,15.0
Sun May 26 12:16:37 2024,14.995,15.001,15.0,14.999,14.998,15.0
Sun May 26 12:16:56 2024,15.003,15.002,15.002,15.005,15.001,14.995
Sun May 26 12:17:15 2024,14.998,15.003,15.0,15.004,15.001,14.997
Sun May 26 12:17:34 2024,14.995,15.0,15.001,15.003,15.0,15.0
Sun May 26 12:17:53 2024,15.005,15.001,15.0,15.002,15.002,15.0
Sun May 26 12:18:12 2024,14.995,14.999,15.0,14.991,15.002,14.998
Sun May 26 12:18:31 2024,15.002,15.0,14.999,14.991,14.998,15.001
Sun May 26 12:18:50 2024,14.997,15.001,15.0,14.997,15.003,14.998
Sun May 26 12:19:09 2024,15.002,14.998,15.0,15.002,14.998,14.995
Sun May 26 12:19:28 2024,15.005,15.0,15.0,14.999,15.0,15.003
Sun May 26 12:19:47 2024,15.002,15.001,15.001,14.998,15.002,15.002
Sun May 26 12:20:05 2024,15.002,14.998,15.002,14.997,15.0,15.0
Sun May 26 12:20:24 2024,15.0,15.0,14.999,15.0,14.999,15.004
Sun May 26 12:20:43 2024,15.002,15.002,15.0,15.003,15.0,14.999
Sun May 26 12:21:02 2024,14.997,14.999,15.001,15.004,14.999,15.004
Sun May 26 12:21:21 2024,14.998,14.999,15.0,15.007,15.001,15.003
Sun May 26 12:22:46 2024,15.002,15.002,15.0,14.991,15.001,15.001
Sun May 26 12:23:05 2024,15.0,15.001,15.001,14.991,14.999,14.994
Sun May 26 12:23:24 2024,15.003,14.999,14.999,14.993,15.0,15.003
Sun May 26 12:23:43 2024,15.002,15.001,15.0,14.995,14.999,15.003
Sun May 26 12:24:02 2024,15.0,15.0,15.001,14.997,15.0,14.995
Sun May 26 12:24:21 2024,15.003,15.0,15.001,14.996,14.999,15.003
Sun May 26 12:24:40 2024,15.002,14.995,15.0,14.998,15.0,15.0
Sun May 26 12:24:59 2024,14.998,15.002,14.998,15.001,15.001,14.997
Sun May 26 12:25:18 2024,14.997,15.002,14.999,15.001,14.998,15.0
Sun May 26 12:25:37 2024,14.998,15.0,15.001,14.997,15.0,14.996
Sun May 26 12:25:56 2024,15.0,15.0,14.999,14.996,14.998,14.995
Sun May 26 12:26:15 2024,14.998,14.998,15.0,14.998,14.997,15.003
Sun May 26 12:26:34 2024,14.994,14.999,14.999,14.998,15.002,15.002
Sun May 26 12:26:52 2024,14.998,14.998,15.0,14.995,14.998,14.995
Sun May 26 12:27:11 2024,14.998,15.0,14.998,14.998,14.995,15.002
Sun May 26 12:27:30 2024,14.997,15.002,15.0,14.998,14.998,15.002
Sun May 26 12:27:49 2024,15.0,15.001,15.0,15.001,15.0,14.995
Sun May 26 12:28:08 2024,15.003,15.0,15.003,14.999,15.0,14.999
Sun May 26 12:28:26 2024,15.003,15.0,15.001,15.0,15.002,15.0
