Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-056,inficon_gc,a56a7a3a-4b5a-4e01-800b-c8a7390ba434,1720647261.9417112,0.0,0,75.075,0,74.0925,53.115509033203125,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,8c6645f3-54cf-4171-b3f6-4b14b2caaf50,1720647744.187324,0.0,0,75.075,0,74.0925,213.8241424560547,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,7c0d1721-3134-4f72-898c-9f5744ff8d81,1720648226.0656343,0.0,0,75.075,0,74.0925,374.4801330566406,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,d1728c49-a1d6-40f4-938e-183ae84f6330,1720648709.4584606,0.0,0,75.075,0,74.0925,535.6444091796875,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,6a0a180b-6ed9-4fc2-bb79-97ab81ea1c87,1720649192.4766738,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,82d7fb09-e25c-40c7-b61b-bf0eb22eff3d,1720649674.893326,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,92f1de1c-8723-460f-9e0b-e45f7b7d8be3,1720650159.1855555,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-056,inficon_gc,23298875-09b3-45ab-b612-c81c25861334,1720652454.8499694,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,0d858626-f949-40cf-b33b-196e1496ae9f,1720652786.2313704,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,d73aff1b-7b2f-42ed-b07e-525402d598fd,1720653127.7898147,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,3d51d824-193f-4590-a7ae-6cc908686cfc,1720653459.262276,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,9a4f089f-7c10-4c98-ad99-46749ad36736,1720653791.503753,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,8cd10337-bf57-45ae-aacb-baf1ded5525a,1720654123.9940338,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,fabb1add-6d3c-4c6a-a6f2-119fcc8d86ce,1720654456.5184124,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,d876acfd-25c9-426f-8455-aa10d9c0603d,1720654789.0292275,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,f65d5a46-11b5-4395-b80f-75d5e9e4994f,1720655121.752632,0.0,0,119.119,0,0.0,554.1641845703125,1.0,0.0,9,0,0,1,15
24-056,inficon_gc,3d4c6160-261d-45ba-ac84-090f966d3e2b,1720655691.7038677,57.2025,0,75.075,0,0.0,554.1641845703125,-1.0,0.0,2,0,3,1,15
