Time,Current SP,R1,R2,R3,R4,R5,R6
Mon Jul  1 12:03:25 2024,25.0,23.84893798828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:03:32 2024,25.0,23.83575439453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:03:40 2024,25.0,23.9466552734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:03:47 2024,25.0,23.85528564453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:03:54 2024,25.0,23.80548095703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:02 2024,25.0,23.846954345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:09 2024,25.0,23.840606689453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:16 2024,25.0,23.727294921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:24 2024,25.0,23.85772705078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:31 2024,25.0,23.818634033203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:39 2024,25.0,23.733642578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:46 2024,25.0,23.80499267578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:04:54 2024,25.0,23.85528564453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:01 2024,25.0,23.854827880859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:09 2024,25.0,23.744415283203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:16 2024,25.0,23.80499267578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:23 2024,25.0,23.738037109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:30 2024,25.0,23.689239501953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:38 2024,25.0,23.739532470703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:45 2024,25.0,23.844085693359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:05:53 2024,25.0,23.826995849609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:00 2024,25.0,23.770294189453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:08 2024,25.0,23.894378662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:15 2024,25.0,23.722412109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:23 2024,25.0,23.824554443359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:30 2024,25.0,23.833343505859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:38 2024,25.0,23.833343505859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:45 2024,25.0,23.787445068359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:06:52 2024,25.0,23.739990234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:00 2024,25.0,23.801055908203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:07 2024,25.0,23.826995849609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:14 2024,25.0,23.78790283203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:22 2024,25.0,23.79425048828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:29 2024,25.0,23.80938720703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:37 2024,25.0,23.75714111328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:44 2024,25.0,23.800140380859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:52 2024,25.0,23.765899658203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:07:59 2024,25.0,23.839691162109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:06 2024,25.0,23.824554443359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:14 2024,25.0,23.724853515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:21 2024,25.0,23.876800537109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:29 2024,25.016740798950195,23.735626220703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:37 2024,27.555405378341675,23.852874755859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:43 2024,29.517754077911377,23.835296630859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:48 2024,31.4334233601888,23.842132568359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:08:54 2024,33.3425018787384,23.859222412109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:09:00 2024,35.26479935646057,23.826507568359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:09:06 2024,37.1871702671051,23.839691162109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:09:11 2024,39.10169243812561,23.970123291015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Mon Jul  1 12:09:17 2024,41.027336200078324,24.2958984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
