Time,Current SP,R1,R2,R3,R4,R5,R6
Wed Jul  3 17:41:43 2024,25.0,25.09588623046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:41:50 2024,25.0,25.1563720703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:41:57 2024,25.0,25.03485107421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:05 2024,25.0,25.210540771484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:12 2024,25.0,25.1695556640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:20 2024,25.0,25.152496337890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:27 2024,25.0,25.124176025390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:34 2024,25.0,24.924072265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:42 2024,25.0,25.075836181640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:49 2024,25.0,25.106597900390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:42:57 2024,25.0,25.06561279296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:04 2024,25.0,25.089508056640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:12 2024,25.0,25.217376708984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:19 2024,25.0,25.037322998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:26 2024,25.0,25.1676025390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:34 2024,25.0,25.07440185546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:41 2024,25.0,25.06561279296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:48 2024,25.0,24.839630126953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:43:56 2024,25.0,25.1480712890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:03 2024,25.0,25.08709716796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:11 2024,25.0,25.1866455078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:18 2024,25.0,25.05877685546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:26 2024,25.0,25.07440185546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:33 2024,25.0,25.080718994140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:40 2024,25.0,25.10467529296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:48 2024,25.0,25.100250244140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:44:55 2024,25.0,25.07635498046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:02 2024,25.0,25.115386962890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:10 2024,25.0,25.02117919921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:17 2024,25.0,25.106109619140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:25 2024,25.0,25.1324462890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:32 2024,25.0,25.04754638671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:40 2024,25.0,25.008514404296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:47 2024,25.0,25.117340087890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:45:55 2024,25.0,25.091461181640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:02 2024,25.0,25.1846923828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:09 2024,25.0,25.037322998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:17 2024,25.0,25.119293212890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:24 2024,25.0,25.043182373046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:31 2024,25.0,25.03631591796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Wed Jul  3 17:46:39 2024,25.0,25.175384521484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
