Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-061,inficon_gc,018f6bc8-3905-41d1-93a2-297c7749d262,1722363954.6186502,0.0,0,75.075,0,74.0925,53.18827438354492,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,c1f24383-9ce6-42d0-b998-c6ca22e13dce,1722364435.936304,0.0,0,75.075,0,74.0925,213.63880920410156,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,b616992d-27df-4b6c-8a50-5a5172d2008d,1722364917.5604951,0.0,0,75.075,0,74.0925,374.0974426269531,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,dbf7963b-e8c6-4126-807a-032e69023c49,1722365398.558471,0.0,0,75.075,0,74.0925,534.4966430664062,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,0ab56188-66f5-42da-b0f1-da54356b3ee3,1722365879.786801,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,1a8f4080-3664-4a7b-81c3-64a4843091e4,1722366361.3090384,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,93cf7c53-1e1f-4b24-b179-c5664ea4ab91,1722366841.454383,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-061,inficon_gc,d5a5e2c1-0e00-444c-a44a-03039d76bea0,1722369141.2190168,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,692f3cc0-d547-4161-adb4-9386df5e2cc4,1722369481.0722735,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,0192b0ea-ecc9-4b0b-9830-97ff78c6cbdb,1722369820.8292637,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,3b024176-f815-4e5f-b1c5-1c99986a65cc,1722370160.7852771,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,330866d6-29df-478d-9d8e-a426e855cfbf,1722370500.6711183,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,b948f45f-f51a-4926-966d-bbfdd5b65d9c,1722370834.6301975,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,abee9fcd-6d53-48e2-92d3-8c6e795c9bbf,1722371168.2032723,0.0,0,119.119,0,0.0,553.490966796875,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,aa1a9c32-7920-4b6c-ae9a-b10a41ec5540,1722371502.0014513,0.0,0,119.119,0,0.0,554.3714599609375,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,4ca75714-c794-474d-8562-1bd623cdde66,1722371835.4466317,0.0,0,119.119,0,0.0,554.3714599609375,1.0,0.0,9,0,0,1,15
24-061,inficon_gc,5fecfcdc-27bd-48a9-920b-add67423366f,1722372401.2825906,57.2025,0,75.075,0,0.0,554.3714599609375,-1.0,0.0,2,0,3,1,15
24-061,inficon_gc,ddc9a7a8-e93e-4ea1-8e47-c81b570fab72,1722372741.8073938,57.2025,0,75.075,0,0.0,554.3714599609375,-1.0,0.0,2,0,3,1,15
24-061,inficon_gc,526abf7b-9548-4ead-87de-83461691afc3,1722373080.7261214,57.2025,0,75.075,0,0.0,554.3714599609375,-1.0,0.0,1,0,3,2,15
