Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Mon Apr  8 16:24:35 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,73.69125,52.557518005371094,25.32952880859375,0.0,0,0,0,1,14.979333333333331
Mon Apr  8 16:24:43 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.01374999999999,52.552608489990234,25.4232177734375,0.0,0,0,0,1,14.979333333333331
Mon Apr  8 16:24:50 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.05874999999999,52.551048278808594,25.377838134765625,0.0,0,0,0,1,14.959833333333334
Mon Apr  8 16:24:58 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0625,52.56190490722656,25.34027099609375,0.0,0,0,0,1,14.959833333333334
Mon Apr  8 16:25:05 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.07,52.560577392578125,25.238800048828125,0.0,0,0,0,1,15.075000000000001
Mon Apr  8 16:25:13 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,74.07375,52.55924987792969,25.33587646484375,0.0,0,0,0,1,15.075000000000001
Mon Apr  8 16:25:20 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.07375,52.550819396972656,25.298797607421875,0.0,0,0,0,1,15.071833333333332
Mon Apr  8 16:25:27 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0775,52.552703857421875,25.223175048828125,0.0,0,0,0,1,15.071833333333332
Mon Apr  8 16:25:35 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08125,52.55290222167969,25.16656494140625,0.0,0,0,0,1,15.011166666666666
Mon Apr  8 16:25:42 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08125,52.55153274536133,25.205108642578125,0.0,0,0,0,1,15.011166666666666
Mon Apr  8 16:25:50 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0625,52.554283142089844,25.0753173828125,0.0,0,0,0,1,15.022166666666665
Mon Apr  8 16:25:57 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05625,0.0,74.08875,52.55323028564453,25.097259521484375,0.0,0,0,0,1,15.022166666666665
Mon Apr  8 16:26:04 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.09,0.0,74.10374999999999,52.556190490722656,25.17974853515625,0.0,0,0,0,1,14.991833333333332
Mon Apr  8 16:26:12 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,52.55110168457031,25.14263916015625,0.0,0,0,0,1,14.991833333333332
Mon Apr  8 16:26:19 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,52.555686950683594,25.140716552734375,0.0,0,0,0,1,14.978333333333332
Mon Apr  8 16:26:27 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,52.5520133972168,25.214385986328125,0.0,0,0,0,1,14.978333333333332
Mon Apr  8 16:26:34 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.0925,52.55754852294922,25.171478271484375,0.0,0,0,0,1,15.125666666666666
Mon Apr  8 16:26:42 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0775,52.5576171875,25.027984619140625,0.0,0,0,0,1,15.125666666666666
Mon Apr  8 16:26:49 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08875,52.558990478515625,25.125579833984375,0.0,0,0,0,1,14.937333333333335
Mon Apr  8 16:26:57 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08500000000001,52.55837631225586,25.032379150390625,0.0,0,0,0,1,14.937333333333335
Mon Apr  8 16:27:04 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0775,52.55809020996094,25.084564208984375,0.0,0,0,0,1,14.978166666666667
Mon Apr  8 16:27:12 2024,24-025,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.08500000000001,52.55716323852539,25.201690673828125,0.0,0,0,0,1,14.978166666666667
