Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Jun 25 14:55:45 2024,25.0,25.085723876953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:55:52 2024,25.0,25.150634765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:00 2024,25.0,25.126708984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:07 2024,25.0,25.154998779296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:15 2024,25.0,25.109649658203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:22 2024,25.0,25.115966796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:30 2024,25.0,25.02716064453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:37 2024,25.0,25.072052001953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:45 2024,25.0,25.060791015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:52 2024,25.0,25.00079345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:56:59 2024,25.0,25.092071533203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:07 2024,25.0,25.111602783203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:14 2024,25.0,25.141815185546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:21 2024,25.0,25.081329345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:29 2024,25.0,25.092071533203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:36 2024,25.0,25.068145751953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:44 2024,25.0,25.081329345703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:51 2024,25.0,25.076934814453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:57:59 2024,25.0,25.115966796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:06 2024,25.0,25.153045654296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:13 2024,25.0,25.089599609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:21 2024,25.0,25.17401123046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:28 2024,25.0,25.095947265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:35 2024,25.0,25.097869873046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:43 2024,25.0,25.037384033203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:50 2024,25.0,25.24822998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:58:58 2024,25.0,25.056884765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Jun 25 14:59:05 2024,25.0,25.185272216796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
