Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-009,inficon_gc,8d577c3b-0aa7-4834-a6fc-16661f0cb886,1708105330.9265127,0.0,0,75.075,0,74.0925,53.0992546081543,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,cb4e84e4-b8f8-43c7-95f8-a7cbd3ad4ea7,1708105814.210159,0.0,0,75.075,0,74.0925,214.21055603027344,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,e1a64f96-61bb-4181-a3f1-25b9868da0b7,1708106298.3015666,0.0,0,75.075,0,74.0925,375.6010437011719,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,7698eaec-49e2-4cc4-97b6-5e20e57ba475,1708106782.7590485,0.0,0,75.075,0,74.0925,537.0702514648438,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,a1fabd27-6ca0-490e-b059-c7030d4c4171,1708107266.1971667,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,543dceab-2ee1-4d8e-82e9-94b34c1207d2,1708107751.6811793,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,0ddb4c2d-12f3-4470-b101-8ce13c74c6bb,1708108234.587509,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-009,inficon_gc,c8228294-13c8-463b-9bc1-d697415e471b,1708110516.26453,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,5646cd1c-08ac-4104-ae72-8423390757fa,1708110848.0446372,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,02b98f4d-132c-4b4b-8512-16efbcde2a98,1708111180.7571948,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,63378dcf-fd9a-4f71-bdfb-9305ad82bba2,1708111513.4295073,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,a2c25467-60a6-4d5a-baf1-a4afdd5d8704,1708111845.949699,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,6a45c26d-be31-4e6d-a6ca-73c3807ed981,1708112178.5911798,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,111d4591-4539-4a89-9bd3-44c87a58d411,1708112511.3405015,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,d4829f95-536d-4525-bea6-46a986b0efe9,1708112843.9027781,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,be96fcb4-485a-4f20-b2c7-a2d9fbf44ab5,1708113176.595618,0.0,0,119.119,0,0.0,550.915771484375,1.0,0.0,9,0,0,1,15
24-009,inficon_gc,8f408875-42fe-478c-8e6a-a2773a7e8eb7,1708113747.456712,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,2,0,3,1,15
24-009,inficon_gc,aed2c5f2-b1f7-4e1a-a4bb-39f9f896bd6e,1708114080.75679,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,2,0,3,1,15
24-009,inficon_gc,0d1891cf-ce2c-4d97-8ff8-7f6b12c772b2,1708114413.1566699,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,2,15
24-009,inficon_gc,7a3afd35-4c33-4b83-bc38-47ef95c16a04,1708114752.4425583,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,3,15
24-009,inficon_gc,e19e135e-953a-4863-82a0-d40a725aa727,1708115091.790552,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,4,15
24-009,inficon_gc,4343e60a-a590-4f0e-9d1d-f33e11aa2bd3,1708115431.2173574,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,5,15
24-009,inficon_gc,e5bb185e-b150-407a-adf9-9733a0e5dbd7,1708115770.3945043,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,6,15
24-009,inficon_gc,50072e97-30d5-4678-a398-966d56c76d90,1708116109.920905,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,1,15
24-009,inficon_gc,bbb1ed3d-541c-4761-85fc-e6e87f3cb33f,1708116447.3570635,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,2,15
24-009,inficon_gc,beec34c4-e99e-4aa5-a9f2-929358538dfd,1708116784.8157268,57.2025,0,75.075,0,0.0,550.915771484375,-1.0,0.0,1,0,3,3,15
