Time,Current SP,R1,R2,R3,R4,R5,R6
Fri Feb 16 11:35:41 2024,25.0,20.327239990234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:35:48 2024,25.0,20.264739990234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:35:55 2024,25.0,20.220794677734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:03 2024,25.0,20.2947998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:10 2024,25.0,20.373565673828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:17 2024,25.0,20.3607177734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:25 2024,25.0,20.30633544921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:32 2024,25.0,20.282318115234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:40 2024,25.0,20.35467529296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:47 2024,25.0,20.439117431640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:36:55 2024,25.0,20.635467529296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:02 2024,25.0,20.8878173828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:10 2024,25.0,21.270843505859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:17 2024,25.0,21.651397705078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:24 2024,25.0,22.10638427734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:32 2024,25.0,22.142791748046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:39 2024,25.0,22.447113037109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:47 2024,25.0,22.4754638671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:37:54 2024,25.0,22.612762451171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:01 2024,25.0,22.490997314453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:09 2024,25.0,22.569580078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:16 2024,25.0,22.40325927734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:24 2024,25.0,22.309478759765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:31 2024,25.0,22.35772705078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:39 2024,25.0,22.275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:46 2024,25.0,22.11376953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:38:54 2024,25.0,22.107696533203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:01 2024,25.0,22.051361083984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:09 2024,25.0,21.882568359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:16 2024,25.0,21.785003662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:23 2024,25.0,21.6915283203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:31 2024,25.0,21.816070556640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:38 2024,25.0,21.73138427734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:45 2024,25.0,21.635833740234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:39:53 2024,25.0,21.531158447265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:00 2024,25.0,21.441009521484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:08 2024,25.0,21.3741455078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:15 2024,25.0,21.468017578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:23 2024,25.0,21.367401123046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:30 2024,25.0,21.32452392578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:38 2024,25.0,21.362030029296875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:46 2024,25.0,21.253265380859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:53 2024,27.568761905034382,21.202606201171875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:40:59 2024,29.531068801879883,21.19415283203125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:05 2024,31.46015453338623,21.0242919921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:11 2024,33.372511307398476,21.174224853515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:17 2024,35.31816657384237,21.20025634765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:22 2024,37.23723101615906,21.273834228515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:28 2024,39.16294495264689,21.49163818359375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:34 2024,41.08858784039815,21.92608642578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:40 2024,43.00418567657471,22.47442626953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:45 2024,44.913467804590866,23.389617919921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:51 2024,46.83903487523396,24.436431884765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:41:57 2024,48.76475063959758,25.599273681640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:03 2024,50.69705772399902,27.1788330078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:08 2024,52.602855046590165,28.701690673828125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:14 2024,54.525270223617554,30.6798095703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:20 2024,56.397606770197555,32.650177001953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:27 2024,58.95291233062744,35.4541015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:33 2024,60.87196143468221,37.82916259765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:39 2024,62.717649380366005,40.241973876953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:46 2024,65.26976442337036,43.682586669921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:52 2024,67.20873212814331,46.398651123046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:42:58 2024,69.05766463279724,49.208953857421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:05 2024,71.6164935429891,53.043548583984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:11 2024,73.54879387219748,55.984832763671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:17 2024,75.39126841227213,59.129364013671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:24 2024,77.94655895233154,63.667510986328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:30 2024,79.8821530342102,66.89242553710938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:36 2024,81.75124526023865,70.2381591796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:44 2024,84.3099684715271,74.78952026367188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:49 2024,86.22233510017395,78.4027099609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:43:55 2024,88.09805957476297,81.72616577148438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:03 2024,90.65362588564555,86.33645629882812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:08 2024,92.57937169075012,89.91439819335938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:14 2024,94.46837973594666,93.3607177734375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:22 2024,97.01046586036682,98.02114868164062,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:27 2024,98.9227561155955,101.75076293945312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:33 2024,100.80191191037495,105.40875244140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:41 2024,103.36055477460225,110.41448974609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:46 2024,105.26948467890422,114.03207397460938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:44:52 2024,107.14525985717773,117.62896728515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:00 2024,109.69391536712646,122.28842163085938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:06 2024,111.6295546690623,126.03408813476562,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:11 2024,113.4820162455241,129.490478515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:17 2024,115.41763718922932,133.26422119140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:23 2024,117.3500714302063,136.63619995117188,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:29 2024,119.485769033432,140.56796264648438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:35 2024,121.41480080286662,144.03005981445312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:40 2024,123.25716805458069,147.5843505859375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:48 2024,125.7624425093333,152.01181030273438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:54 2024,127.69156916936238,155.64111328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:45:59 2024,129.5439365704854,158.95004272460938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:07 2024,132.05934476852417,163.341796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:13 2024,133.97172109285992,166.57229614257812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:18 2024,135.8508008321126,169.84524536132812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:26 2024,138.37604212760925,174.00668334960938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:32 2024,140.29843767484027,177.25714111328125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:37 2024,142.16077550252277,180.22781372070312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:45 2024,144.6660327911377,184.31277465820312,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:50 2024,146.59175332387287,187.39389038085938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:46:56 2024,148.4507691860199,190.46829223632812,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:47:04 2024,150.96268041928607,194.30078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:47:09 2024,152.89173539479572,197.38223266601562,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:47:15 2024,154.74418377876282,200.19992065429688,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:47:22 2024,157.23624459902445,204.12020874023438,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Fri Feb 16 11:47:28 2024,159.15536761283875,207.05307006835938,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
