Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-004-02 reduxn rxn bp,inficon_gc,b5715b71-fa64-459f-aeb8-6e517307e4f8,1706902609,0,0,75.075,0,74.0925,52.94362259,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,61f330e8-f522-4c22-b39e-ec84ad54fba7,1706903095,0,0,75.075,0,74.0925,214.9266815,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,d97feda1-196c-4105-a415-298167cac3da,1706903582,0,0,75.075,0,74.0925,377.421936,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,1a5a538b-c499-41c2-a180-946b1b4d7c69,1706904067,0,0,75.075,0,74.0925,539.0899658,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,d90dd0d4-c9f5-49fc-b0a7-035d85d1369f,1706904553,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,ef459332-ad1d-4791-aa6e-bc24f693beea,1706905038,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,484f0294-8e82-4e14-b4d5-3f7d481b7eb6,1706905525,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,24f0de85-95ae-4c62-9fba-9f9841d98c15,1706907798,0,0,119.119,0,0,550,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,5f91258b-4125-4181-8c83-18cba127fc10,1706908135,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,6f6e8ace-2179-4f79-a6de-3d90a9ff4126,1706908469,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,4976889c-1eb0-4499-995d-4d6f31218807,1706908804,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,6e2974ad-a3fe-4b75-a1e5-2d4618bd2f91,1706909138,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,77da7392-25b1-4128-877c-9c9a0267c34e,1706909471,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,6ed4c713-cceb-4a48-a32c-28562e762812,1706909804,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,ccf22ffe-cadf-4f2d-aa75-6e241b04f39c,1706910136,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,e226cd2a-fc25-4393-8d3d-22814b90d812,1706910470,0,0,119.119,0,0,552.0877686,1,0,9,0,0,1,15
24-004-02 reduxn rxn bp,inficon_gc,d98dd1ab-f183-461e-867a-950d9c5556e4,1706911043,57.2025,0,75.075,0,0,552.0877686,-1,0,2,0,3,1,15
24-004-02 reduxn rxn bp,inficon_gc,eff211b9-6c1d-44cb-8aa2-abdac0c76a62,1706911376,57.2025,0,75.075,0,0,552.0877686,-1,0,2,0,3,1,15
24-004-02 reduxn rxn bp,inficon_gc,c490bfa1-5c5a-460b-9d07-caf9d1a69d78,1706911710,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,2,15
24-004-02 reduxn rxn bp,inficon_gc,d09aed43-f3e8-4878-8bd8-29f6a493403b,1706912043,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,3,15
24-004-02 reduxn rxn bp,inficon_gc,10c06147-bafb-4eeb-997e-7aec2d9e0eeb,1706912377,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,4,15
24-004-02 reduxn rxn bp,inficon_gc,247bd066-7d98-4a2d-bd56-5dccc9320e31,1706912710,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,5,15
24-004-02 reduxn rxn bp,inficon_gc,921c381e-7a05-4168-9895-b6342a86c743,1706913049,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,6,15
24-004-02 reduxn rxn bp,inficon_gc,58e18ed4-b0b8-4c30-a948-c5da07e19a5d,1706913388,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,1,15
24-004-02 reduxn rxn bp,inficon_gc,12234dfb-617a-4a02-8ae1-90c9016c5f46,1706913727,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,2,15
24-004-02 reduxn rxn bp,inficon_gc,9865d46a-0d27-4f40-a23e-ef442d5625f0,1706914067,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,3,15
24-004-02 reduxn rxn bp,inficon_gc,34d8dfce-31e3-463b-96dc-363a9ded401b,1706914406,57.2025,0,75.075,0,0,552.0877686,-1,0,1,0,3,4,15
