Time,1,2,3,4,5,6
Fri Feb  2 13:30:17 2024,15.022,15.0,14.991,14.977,14.96,14.959
Fri Feb  2 13:30:32 2024,14.992,14.998,14.993,14.966,14.969,14.989
Fri Feb  2 13:30:47 2024,15.0,15.004,15.001,14.997,15.003,15.0
Fri Feb  2 13:31:02 2024,14.998,14.995,15.0,15.007,15.004,15.0
Fri Feb  2 13:31:17 2024,14.994,15.019,14.999,14.995,14.998,15.001
Fri Feb  2 13:31:32 2024,15.003,15.008,15.0,14.995,14.997,15.0
Fri Feb  2 13:31:46 2024,14.997,14.993,15.001,14.998,15.002,14.999
Fri Feb  2 13:32:01 2024,15.002,14.994,15.0,14.999,15.003,15.0
Fri Feb  2 13:32:16 2024,15.005,14.998,15.002,15.0,15.002,15.0
Fri Feb  2 13:32:31 2024,15.003,15.002,14.999,15.0,15.002,14.999
Fri Feb  2 13:32:46 2024,15.002,14.998,15.002,14.995,15.001,15.002
Fri Feb  2 13:33:01 2024,15.0,15.001,15.0,14.99,15.002,14.998
Fri Feb  2 13:33:16 2024,15.002,14.998,15.0,14.991,15.0,15.001
Fri Feb  2 13:33:31 2024,15.002,15.0,14.999,15.003,14.998,15.001
Fri Feb  2 13:33:46 2024,15.0,15.0,15.001,15.0,15.003,15.001
Fri Feb  2 13:34:01 2024,15.005,14.999,14.999,15.0,15.0,15.0
Fri Feb  2 13:34:16 2024,15.005,14.999,15.0,14.999,14.997,15.0
Fri Feb  2 13:34:31 2024,14.998,15.0,14.998,15.0,15.002,15.0
Fri Feb  2 13:34:45 2024,14.997,15.0,15.002,14.996,14.996,15.0
Fri Feb  2 13:35:00 2024,14.998,15.001,15.0,15.001,14.998,15.001
Fri Feb  2 13:35:15 2024,15.0,14.999,15.002,14.999,15.0,14.998
Fri Feb  2 13:35:31 2024,15.0,15.0,15.0,15.001,14.999,14.999
Fri Feb  2 13:36:56 2024,15.0,14.999,14.999,14.998,15.0,15.0
Fri Feb  2 13:37:15 2024,15.002,14.998,14.999,15.002,15.0,15.0
Fri Feb  2 13:37:34 2024,15.002,15.006,15.0,14.998,15.001,15.0
Fri Feb  2 13:37:54 2024,15.002,15.001,15.0,15.003,15.0,15.0
Fri Feb  2 13:38:13 2024,14.995,14.999,14.999,15.002,15.0,15.002
Fri Feb  2 13:38:32 2024,14.998,15.0,15.002,14.999,14.998,14.998
Fri Feb  2 13:38:51 2024,14.998,15.001,15.001,15.0,15.0,15.002
Fri Feb  2 13:39:10 2024,15.002,14.995,14.988,14.988,15.0,15.002
Fri Feb  2 13:39:30 2024,15.002,14.998,15.0,15.002,15.002,15.001
Fri Feb  2 13:39:49 2024,15.002,14.998,15.001,14.994,14.998,15.0
Fri Feb  2 13:40:08 2024,15.002,14.997,15.0,15.001,14.999,15.0
Fri Feb  2 13:40:27 2024,14.998,15.005,15.002,14.999,15.0,15.001
Fri Feb  2 13:40:46 2024,15.003,14.998,15.0,15.003,14.998,15.002
Fri Feb  2 13:41:05 2024,14.997,15.002,15.0,15.001,14.998,14.999
Fri Feb  2 13:41:24 2024,14.998,14.995,15.001,14.995,15.002,15.001
Fri Feb  2 13:41:43 2024,15.002,14.999,15.001,15.002,15.0,15.0
Fri Feb  2 13:42:02 2024,15.002,15.01,14.978,14.995,14.997,15.001
Fri Feb  2 13:42:21 2024,15.0,15.02,14.999,14.993,14.996,14.999
Fri Feb  2 13:42:40 2024,15.0,14.993,14.999,15.0,15.001,15.001
Fri Feb  2 13:42:59 2024,15.009,15.0,14.987,14.999,15.004,15.002
Fri Feb  2 13:43:18 2024,14.997,14.992,15.001,15.003,15.001,15.0
Fri Feb  2 13:43:37 2024,15.0,14.999,14.999,14.999,15.001,15.002
Fri Feb  2 13:45:02 2024,14.997,15.002,15.0,14.998,15.0,15.0
Fri Feb  2 13:45:21 2024,14.997,14.998,14.998,15.001,14.999,15.0
Fri Feb  2 13:45:40 2024,14.998,14.999,14.998,15.005,14.998,15.0
Fri Feb  2 13:45:59 2024,14.998,15.0,15.001,14.995,15.0,15.002
Fri Feb  2 13:46:19 2024,15.0,15.001,14.999,14.998,14.998,14.998
Fri Feb  2 13:46:38 2024,15.003,15.0,15.0,14.995,15.0,14.998
Fri Feb  2 13:46:57 2024,14.997,15.0,15.0,15.002,15.001,15.001
Fri Feb  2 13:47:16 2024,15.002,14.998,14.99,15.005,15.005,15.002
Fri Feb  2 13:47:35 2024,15.0,15.002,14.999,15.001,14.999,15.0
Fri Feb  2 13:47:55 2024,15.0,15.005,14.998,15.002,14.999,15.0
Fri Feb  2 13:48:14 2024,15.002,14.996,15.0,14.995,14.998,14.999
Fri Feb  2 13:48:33 2024,15.0,14.995,15.002,15.002,15.003,15.001
Fri Feb  2 13:48:52 2024,15.003,15.002,15.0,14.995,15.0,15.002
Fri Feb  2 13:49:11 2024,15.0,14.998,14.998,15.004,15.001,15.0
Fri Feb  2 13:49:30 2024,15.0,14.999,15.002,15.001,15.001,15.0
Fri Feb  2 13:49:49 2024,15.002,15.001,14.995,15.002,15.002,15.002
Fri Feb  2 13:50:08 2024,14.997,14.995,14.999,15.004,15.005,15.0
Fri Feb  2 13:50:27 2024,15.0,14.998,14.999,14.997,15.001,15.0
Fri Feb  2 13:50:47 2024,15.0,15.002,15.0,14.999,15.0,15.0
Fri Feb  2 13:51:06 2024,15.0,15.0,14.998,15.0,14.998,15.0
Fri Feb  2 13:51:25 2024,15.0,14.998,14.999,15.002,14.998,15.001
Fri Feb  2 13:51:44 2024,14.997,14.999,14.998,15.003,15.001,15.003
Fri Feb  2 13:53:09 2024,14.995,15.002,15.0,14.998,14.997,15.0
Fri Feb  2 13:53:28 2024,14.998,14.999,15.001,15.005,15.0,14.999
Fri Feb  2 13:53:47 2024,14.998,14.998,14.999,15.004,15.002,15.001
Fri Feb  2 13:54:06 2024,15.002,14.999,15.001,14.998,14.999,15.0
Fri Feb  2 13:54:25 2024,14.998,15.0,14.999,15.002,14.999,15.0
Fri Feb  2 13:54:44 2024,15.002,14.999,14.998,14.998,14.999,15.0
Fri Feb  2 13:55:03 2024,15.0,15.003,14.999,15.002,15.0,15.001
Fri Feb  2 13:55:22 2024,15.0,14.995,15.003,14.998,15.002,15.001
Fri Feb  2 13:55:41 2024,15.005,15.001,14.998,15.001,15.0,15.0
Fri Feb  2 13:56:01 2024,15.0,14.999,15.002,15.002,15.001,14.999
Fri Feb  2 13:56:20 2024,15.003,15.002,14.999,14.998,14.998,14.998
Fri Feb  2 13:56:39 2024,15.0,14.999,15.0,14.998,15.0,15.0
Fri Feb  2 13:56:58 2024,15.0,14.999,14.998,14.998,15.001,14.999
Fri Feb  2 13:57:17 2024,15.0,15.0,15.0,15.001,15.002,15.002
Fri Feb  2 13:57:36 2024,15.002,15.0,15.0,14.998,14.999,15.0
Fri Feb  2 13:57:55 2024,14.997,14.998,15.0,15.003,14.998,15.001
Fri Feb  2 13:58:13 2024,14.998,14.998,15.0,15.004,14.998,14.998
Fri Feb  2 13:58:32 2024,14.998,15.0,15.0,14.996,14.999,15.002
Fri Feb  2 13:58:51 2024,15.0,15.001,14.998,14.998,14.999,15.0
Fri Feb  2 13:59:10 2024,14.998,15.0,15.0,15.002,15.003,15.002
Fri Feb  2 13:59:29 2024,15.0,14.998,14.999,15.003,14.998,14.999
Fri Feb  2 13:59:48 2024,14.998,14.998,15.0,15.0,15.002,15.0
Fri Feb  2 14:01:14 2024,15.0,15.0,15.0,15.003,14.998,15.0
Fri Feb  2 14:01:33 2024,15.0,15.001,15.004,15.002,15.003,15.001
Fri Feb  2 14:01:52 2024,14.994,15.002,15.002,15.0,15.001,15.002
Fri Feb  2 14:02:11 2024,15.002,15.002,15.001,15.002,14.999,15.0
Fri Feb  2 14:02:30 2024,15.005,14.994,15.002,15.003,15.005,15.002
Fri Feb  2 14:02:49 2024,15.0,14.992,14.998,15.003,15.005,15.0
Fri Feb  2 14:03:09 2024,15.0,15.001,14.999,14.999,15.001,14.999
Fri Feb  2 14:03:28 2024,14.883,15.002,15.004,15.003,15.004,15.001
Fri Feb  2 14:03:47 2024,15.002,15.0,15.001,15.0,15.001,15.0
Fri Feb  2 14:04:06 2024,14.998,14.999,14.999,14.998,14.999,15.0
Fri Feb  2 14:04:25 2024,15.002,14.999,15.0,15.002,15.0,15.0
Fri Feb  2 14:04:44 2024,15.0,14.996,14.999,15.003,15.0,15.0
Fri Feb  2 14:05:03 2024,15.003,14.997,15.0,15.0,15.002,15.0
Fri Feb  2 14:05:22 2024,14.994,15.009,15.002,14.998,14.998,15.0
Fri Feb  2 14:05:42 2024,14.998,15.001,15.002,15.001,15.0,14.999
Fri Feb  2 14:06:01 2024,14.998,15.0,14.999,14.995,15.0,15.0
Fri Feb  2 14:06:20 2024,14.995,15.0,15.002,15.002,14.999,15.002
Fri Feb  2 14:06:39 2024,15.003,15.001,15.066,14.995,14.986,14.995
Fri Feb  2 14:06:58 2024,15.002,15.0,14.999,14.999,14.999,15.001
Fri Feb  2 14:07:17 2024,14.997,14.998,15.0,15.001,14.997,15.0
Fri Feb  2 14:07:36 2024,15.002,15.0,14.999,14.996,14.995,14.999
Fri Feb  2 14:07:55 2024,14.998,14.999,14.999,14.998,14.995,14.999
Fri Feb  2 14:09:20 2024,15.005,14.995,15.001,14.998,15.002,14.999
Fri Feb  2 14:09:39 2024,14.997,15.002,15.0,15.005,15.001,15.002
Fri Feb  2 14:09:58 2024,14.998,15.0,15.001,15.001,15.0,14.997
Fri Feb  2 14:10:17 2024,15.003,14.995,15.007,15.0,14.996,15.0
Fri Feb  2 14:10:36 2024,14.995,15.002,14.999,15.0,15.001,15.001
Fri Feb  2 14:10:55 2024,14.998,15.003,15.002,14.996,15.001,15.001
Fri Feb  2 14:11:15 2024,14.998,14.997,14.993,14.996,15.001,15.0
Fri Feb  2 14:11:34 2024,15.0,15.001,14.998,14.995,15.0,15.001
Fri Feb  2 14:11:53 2024,15.005,15.005,14.994,15.002,15.002,15.001
Fri Feb  2 14:12:12 2024,14.997,14.992,15.001,14.998,15.003,15.0
Fri Feb  2 14:12:31 2024,14.998,15.001,14.999,15.005,15.002,15.001
Fri Feb  2 14:12:50 2024,14.995,15.002,15.004,15.0,15.005,14.999
Fri Feb  2 14:13:09 2024,15.0,14.999,15.0,15.003,15.003,15.002
Fri Feb  2 14:13:28 2024,15.0,14.999,15.0,15.001,15.003,15.002
Fri Feb  2 14:13:47 2024,14.997,14.999,14.999,15.005,14.996,15.0
Fri Feb  2 14:14:06 2024,15.0,15.002,15.002,14.998,14.996,15.0
Fri Feb  2 14:14:25 2024,14.997,15.004,14.999,14.999,14.999,15.0
Fri Feb  2 14:14:44 2024,15.002,15.0,14.997,14.996,15.002,15.0
Fri Feb  2 14:15:03 2024,14.997,15.0,15.0,15.002,14.999,15.0
