Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Fri Apr 26 13:31:26 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,73.72125,51.14817810058594,23.499786376953125,0.0,0,0,0,1,14.94483333333333
Fri Apr 26 13:31:34 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.0325,51.145713806152344,23.558868408203125,0.0,0,0,0,1,14.94483333333333
Fri Apr 26 13:31:41 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.0625,51.15312194824219,23.489044189453125,0.0,0,0,0,1,14.997
Fri Apr 26 13:31:49 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.08875,51.14562225341797,23.467498779296875,0.0,0,0,0,1,14.997
Fri Apr 26 13:31:56 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,74.10374999999999,51.14637756347656,23.500244140625,0.0,0,0,0,1,15.001833333333332
Fri Apr 26 13:32:04 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.13,51.14947509765625,23.554901123046875,0.0,0,0,0,1,15.001833333333332
Fri Apr 26 13:32:11 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,74.115,51.1497688293457,23.47869873046875,0.0,0,0,0,1,15.0005
Fri Apr 26 13:32:19 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.115,51.14703369140625,23.467498779296875,0.0,0,0,0,1,15.0005
Fri Apr 26 13:32:26 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.10000000000001,51.15669250488281,23.6107177734375,0.0,0,0,0,1,15.002333333333334
Fri Apr 26 13:32:34 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08125,51.14965057373047,23.762664794921875,0.0,0,0,0,1,15.002333333333334
Fri Apr 26 13:32:41 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,74.08875,51.14619064331055,24.01031494140625,0.0,0,0,0,1,14.998333333333333
Fri Apr 26 13:32:49 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.08875,51.15049743652344,24.307769775390625,0.0,0,0,0,1,14.998333333333333
Fri Apr 26 13:32:56 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.10374999999999,51.1514892578125,24.518218994140625,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:33:03 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.06375,0.0,74.09625,51.15545654296875,24.713104248046875,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:33:11 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08500000000001,51.15968322753906,24.749755859375,0.0,0,0,0,1,14.999833333333333
Fri Apr 26 13:33:18 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0925,51.15888214111328,25.058135986328125,0.0,0,0,0,1,14.999833333333333
Fri Apr 26 13:33:26 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,51.16046142578125,25.04302978515625,0.0,0,0,0,1,14.999
Fri Apr 26 13:33:33 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08500000000001,51.152374267578125,25.12701416015625,0.0,0,0,0,1,14.999
Fri Apr 26 13:33:40 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08125,51.15796661376953,25.209503173828125,0.0,0,0,0,1,14.999
Fri Apr 26 13:33:48 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.08624999999999,0.0,74.08875,51.15222930908203,25.2923583984375,0.0,0,0,0,1,14.999
Fri Apr 26 13:33:55 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0775,51.16282272338867,25.23822021484375,0.0,0,0,0,1,14.998333333333335
Fri Apr 26 13:34:03 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.0775,51.161659240722656,25.2860107421875,0.0,0,0,0,1,14.998333333333335
Fri Apr 26 13:34:10 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08875,51.163818359375,25.258148193359375,0.0,0,0,0,1,15.000333333333332
Fri Apr 26 13:34:18 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08500000000001,51.159278869628906,25.16650390625,0.0,0,0,0,1,15.000333333333332
Fri Apr 26 13:34:25 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08500000000001,51.157249450683594,25.162139892578125,0.0,0,0,0,1,15.001
Fri Apr 26 13:34:33 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.0925,51.17034149169922,25.153778076171875,0.0,0,0,0,1,15.001
Fri Apr 26 13:34:40 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.09625,51.16281509399414,25.075714111328125,0.0,0,0,0,1,15.003666666666668
Fri Apr 26 13:34:48 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,51.16572570800781,24.965362548828125,0.0,0,0,0,1,15.003666666666668
Fri Apr 26 13:34:55 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.0925,51.17000961303711,24.995635986328125,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:35:03 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.05999999999999,0.0,74.08875,51.16927719116211,25.004425048828125,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:35:10 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.08500000000001,51.16728210449219,24.97216796875,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:35:18 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.0925,51.16542053222656,24.7657470703125,0.0,0,0,0,1,14.999333333333334
Fri Apr 26 13:35:25 2024,24-030,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08125,51.16938400268555,24.6939697265625,0.0,0,0,0,1,14.998166666666668
