Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-030,inficon_gc,bd45bd2e-023f-48ec-8499-3ae0b24f53cd,1714158174.7840636,0.0,0,75.075,0,74.0925,53.22788619995117,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,8cdcbcf1-f64c-4525-ace1-2f1c1ecaeae5,1714158656.4686205,0.0,0,75.075,0,74.0925,213.6260528564453,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,baa861af-68f3-4118-a76a-87739102a179,1714159137.794944,0.0,0,75.075,0,74.0925,374.2115783691406,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,18dd4f68-7320-46b9-bfc3-87929ff09c18,1714159619.1648455,0.0,0,75.075,0,74.0925,534.6548461914062,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,fc133b61-c455-4308-b790-af7140d0364d,1714160100.6742828,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,5a70991b-bf55-4ef7-a48f-2b2c293101ad,1714160583.1014748,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,6f758430-8913-4433-bb9a-89c86b1f64a0,1714161065.163109,0.0,0,75.075,0,74.0925,550.0,-1.0,20.0,7,8,0,1,15
24-030,inficon_gc,837bd4b4-6c1b-4331-8546-37c7c72d478c,1714163363.0083895,0.0,0,119.119,0,0.0,550.0,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,010aba7f-ac09-4d45-a104-b3a2ce072d54,1714163695.4564834,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,3c64cc3f-3502-49ea-a4c5-a6e7c1e5dff1,1714164028.4165468,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,48680535-640b-4881-965d-adc9585256b1,1714164370.0827985,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,1299cd72-dcce-44b7-b45a-29b1f176e26a,1714164704.9067354,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,9566be8d-a46e-4cd8-88f9-34166b6ed514,1714165045.4317498,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,62dec0e4-bbc0-4df7-95d0-09b6820bf97b,1714165387.6020648,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,cb2e8e45-aa66-4eef-b102-a05fe9f47b3d,1714165720.8751984,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,270a663a-a43c-467c-8652-ee36f5fe00d8,1714166053.8893583,0.0,0,119.119,0,0.0,555.4393310546875,1.0,0.0,9,0,0,1,15
24-030,inficon_gc,6fff9a5c-b95c-4529-a08e-d23ba6b01399,1714166625.6242774,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,2,0,3,1,15
24-030,inficon_gc,cb680365-655b-4296-a0c7-85f6dd76116e,1714166965.6161046,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,2,0,3,1,15
24-030,inficon_gc,e0112c45-ca71-4667-b149-f7af50fe4381,1714167307.8584127,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,2,15
24-030,inficon_gc,31d997df-0592-48dc-83d3-ad8b6e1d20b3,1714167642.7341988,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,3,15
24-030,inficon_gc,5c8d6c79-b9f4-41fb-9d4f-1ae3bb0ddbc9,1714167977.574202,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,4,15
24-030,inficon_gc,a867882f-b5bf-4bbc-a063-c5458d31b395,1714168312.5037518,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,5,15
24-030,inficon_gc,3e7ab3e5-ce75-4ab2-8be4-89fc845234c2,1714168647.0304465,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,6,15
24-030,inficon_gc,d7d804fc-ceac-4875-a234-51427dd2ac70,1714168981.9601593,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,1,15
24-030,inficon_gc,f557c18e-5855-4454-bef2-64db589be75b,1714169316.9392877,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,2,15
24-030,inficon_gc,a32042c5-d27e-401f-82a2-2411252dd8ac,1714169651.6793542,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,3,15
24-030,inficon_gc,f93572a5-230f-4937-a469-52aa85d1c4d1,1714169986.4386804,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,4,15
24-030,inficon_gc,71802164-0e69-4549-8d17-9279a39dce47,1714170321.086905,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,5,15
24-030,inficon_gc,8737920e-9216-415a-8375-d3756a9fefa6,1714170655.7927034,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,6,15
24-030,inficon_gc,b1f7d969-cc29-4286-b97b-b63d02f0c9b1,1714170990.267211,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,1,15
24-030,inficon_gc,b99efe6f-5b6b-464c-a9e8-6094efa03aad,1714171324.1416237,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,2,15
24-030,inficon_gc,807a960c-3817-4689-bd66-3cab93424dc0,1714171657.832696,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,3,15
24-030,inficon_gc,baf8f005-0038-4f71-95f9-2943d2fe42e2,1714171991.6223073,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,4,15
24-030,inficon_gc,f3f79c0f-c6ed-4140-8b91-e3481e11d525,1714172325.2636757,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,5,15
24-030,inficon_gc,d981f79b-4d9e-4842-aece-504b235b97dd,1714172659.4021962,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,6,15
24-030,inficon_gc,cab5c0a5-e90c-4bfe-8061-af7157a7a3ef,1714172995.4382484,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,1,15
24-030,inficon_gc,806b051b-afb2-4f56-b235-3da4837ae9aa,1714173332.1881762,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,2,15
24-030,inficon_gc,db8d5b22-b751-4d30-a2d8-dc05a8f8d158,1714173669.042869,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,3,15
24-030,inficon_gc,994d50fe-1291-4339-bf70-b07320a8130f,1714174005.6647902,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,4,15
24-030,inficon_gc,07e816d3-d62c-4eae-be4b-17a62269b32c,1714174342.1716926,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,5,15
24-030,inficon_gc,7b04cede-5f8d-48f8-9ce4-3cf99e9e3fe3,1714174678.7530437,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,6,15
24-030,inficon_gc,c1d5bc69-0406-4039-b715-30e2740f8952,1714175015.4119008,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,1,15
24-030,inficon_gc,9d856aba-ea7e-4135-af7f-a2fafd0aa536,1714175352.2562368,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,2,15
24-030,inficon_gc,9b255e98-f35a-434d-b2d0-770d945c17fb,1714175688.2093208,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,3,0,3,3,15
24-030,inficon_gc,e2943ad3-ac44-41ee-81e5-6e662c98e992,1714176028.0845227,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,3,0,3,3,15
24-030,inficon_gc,9be91313-bbf4-4dff-9abc-3a7466143090,1714176368.083129,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,3,0,3,3,15
24-030,inficon_gc,b8aaae38-2db2-47ee-9a3a-7db942acf762,1714176705.6943812,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,4,15
24-030,inficon_gc,4af77466-a39f-467f-b0f7-644e631c4123,1714177043.8232005,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,5,15
24-030,inficon_gc,aa142650-f06f-4d7a-8064-ab57aff5ff47,1714177381.8319738,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,6,15
24-030,inficon_gc,2ba4abc9-7754-48d7-8f44-00715bd8f7aa,1714177719.5702982,57.2025,0,75.075,0,0.0,555.4393310546875,-1.0,0.0,1,0,3,1,15
